triple_key	row_idx	canonical_id_left	name_left	role_left	word	lemma	index	negated	gender_left	canonical_id_right	name_right	role_right	gender_right	corrected_agent	corrected_verb	corrected_patient	changed	changes_applied	is_new	agent_byte_start	agent_byte_end	verb_byte_start	verb_byte_end	patient_byte_start	patient_byte_end
14_1_52139_was	283	14	Hugo Hamilton	agent	was	be	52139	False	m	1	Vera Elizabeth Claythorne	patient	f	Hugo Hamilton	was with [be with]	Vera Elizabeth Claythorne	True	"verb: ""was [be]"" → ""was with [be with]"""	False						
4_3_53544_paused	284	4	William Henry Blore	agent	paused	pause	53544	False	m	3	Edward George Armstrong	patient	m	William Henry Blore	paused at [pause at]	Edward George Armstrong	True	"verb: ""paused [pause]"" → ""paused at [pause at]"""	False						
2_3_53758_moved	285	2	Philip Lombard	agent	moved	move	53758	False	m	3	Edward George Armstrong	patient	m	INCORRECT_TRIPLE	moved	Edward George Armstrong	True	"agent: ""Philip Lombard"" → ""INCORRECT_TRIPLE"""	False						
2_1_53886_raced	286	2	Philip Lombard	agent	raced	race	53886	False	m	1	Vera Elizabeth Claythorne	patient	f	INCORRECT_TRIPLE	raced	Vera Elizabeth Claythorne	True	"agent: ""Philip Lombard"" → ""INCORRECT_TRIPLE"""	False						
4_0_53968_speak	287	4	William Henry Blore	agent	speak	speak	53968	False	m	0	Lawrence John Wargrave	patient	m	William Henry Blore	speak	Vera Elizabeth Claythorne	True	"patient: ""Lawrence John Wargrave"" → ""Vera Elizabeth Claythorne"""	False						
2_4_53998_joined	288	2	Philip Lombard	agent	joined	join	53998	False	m	4	William Henry Blore	patient	m	Philip Lombard	joined	William Henry Blore	False		False						
2_3_54163_'m	289	2	Philip Lombard	agent	'm	be	54163	False	m	3	Edward George Armstrong	patient	m	INCORRECT_TRIPLE	'm	Edward George Armstrong	True	"agent: ""Philip Lombard"" → ""INCORRECT_TRIPLE"""	False						
4_2_54184_followed	290	4	William Henry Blore	agent	followed	follow	54184	False	m	2	Philip Lombard	patient	m	William Henry Blore	followed	Philip Lombard	False		False						
1_3_54336_were	291	1	Vera Elizabeth Claythorne	agent	were	be	54336	False	f	3	Edward George Armstrong	patient	m	INCORRECT_TRIPLE	were	Edward George Armstrong	True	"agent: ""Vera Elizabeth Claythorne"" → ""INCORRECT_TRIPLE"""	False						
3_1_54398_groaning	292	3	Edward George Armstrong	agent	groaning	groan	54398	False	m	1	Vera Elizabeth Claythorne	patient	f	INCORRECT_TRIPLE	groaning	Vera Elizabeth Claythorne	True	"agent: ""Edward George Armstrong"" → ""INCORRECT_TRIPLE"""	False						
3_1_54410_inform	293	3	Edward George Armstrong	agent	inform	inform	54410	False	m	1	Vera Elizabeth Claythorne	patient	f	Edward George Armstrong	inform	Vera Elizabeth Claythorne	False		False						
4_0_54858_tell	294	4	William Henry Blore	agent	tell	tell	54858	False	m	0	Lawrence John Wargrave	patient	m	William Henry Blore	tell	Vera Elizabeth Claythorne	True	"patient: ""Lawrence John Wargrave"" → ""Vera Elizabeth Claythorne"""	False						
4_0_54939_tell	295	4	William Henry Blore	agent	tell	tell	54939	False	m	0	Lawrence John Wargrave	patient	m	William Henry Blore	tell	Vera Elizabeth Claythorne	True	"patient: ""Lawrence John Wargrave"" → ""Vera Elizabeth Claythorne"""	False						
10_2_55446_find	296	10	Isaac Morris	agent	find	find	55446	False	m	2	Philip Lombard	patient	m	INCORRECT_TRIPLE	find	Philip Lombard	True	"agent: ""Isaac Morris"" → ""INCORRECT_TRIPLE"""	False						
10_2_55446_find	297	10	Isaac Morris	agent	find	find	55446	False	m	2	Philip Lombard	patient	m	INCORRECT_TRIPLE	find	Philip Lombard	True	"agent: ""Isaac Morris"" → ""INCORRECT_TRIPLE"""	False						
4_0_55938_ask	299	4	William Henry Blore	agent	ask	ask	55938	False	m	0	Lawrence John Wargrave	patient	m	Philip Lombard	ask	William Henry Blore	True	"agent: """" → ""Philip Lombard""; patient: ""Lawrence John Wargrave"" → ""William Henry Blore"""	False						
4_0_55950_pot	300	4	William Henry Blore	agent	pot	pot	55950	True	m	0	Lawrence John Wargrave	patient	m	Philip Lombard	pot	William Henry Blore	True	"agent: ""William Henry Blore"" → ""Philip Lombard""; patient: ""Lawrence John Wargrave"" → ""William Henry Blore"""	False						
2_1_56026_looked	301	2	Philip Lombard	agent	looked	look	56026	False	m	1	Vera Elizabeth Claythorne	patient	f	Philip Lombard	looked	Vera Elizabeth Claythorne	False		False						
2_1_56910_stay	303	2	Philip Lombard	agent	stay	stay	56910	False	m	1	Vera Elizabeth Claythorne	patient	f	Philip Lombard	stay	Vera Elizabeth Claythorne	False		False						
2_1_56937_shoot	304	2	Philip Lombard	agent	shoot	shoot	56937	False	m	1	Vera Elizabeth Claythorne	patient	f	Philip Lombard	not shoot [shoot]	Vera Elizabeth Claythorne	True	"verb: ""shoot [shoot]"" → ""not shoot [shoot]"""	False						
2_0_56999_come	305	2	Philip Lombard	agent	come	come	56999	False	m	0	Lawrence John Wargrave	patient	m	Philip Lombard	come	William Henry Blore	True	"patient: ""Lawrence John Wargrave"" → ""William Henry Blore"""	False						
2_0_57041_shoot	306	2	Philip Lombard	agent	shoot	shoot	57041	False	m	0	Lawrence John Wargrave	patient	m	Philip Lombard	could shoot [shoot]	William Henry Blore	True	"verb: ""shoot [shoot]"" → ""could shoot [shoot]""; patient: ""Lawrence John Wargrave"" → ""William Henry Blore"""	False						
2_0_57138_lend	307	2	Philip Lombard	agent	lend	lend	57138	False	m	0	Lawrence John Wargrave	patient	m	Philip Lombard	lend	William Henry Blore	True	"patient: ""Lawrence John Wargrave"" → ""William Henry Blore"""	False						
10_4_57323_heard	308	10	Isaac Morris	agent	heard	hear	57323	False	m	4	William Henry Blore	patient	m	Vera Elizabeth Claythorne	heard	William Henry Blore	True	"agent: ""Isaac Morris"" → ""Vera Elizabeth Claythorne"""	False						
4_3_57401_rid	309	4	William Henry Blore	agent	rid	rid	57401	False	m	3	Edward George Armstrong	patient	m	William Henry Blore	may rid [may rid]	Edward George Armstrong	True	"verb: ""rid [rid]"" → ""may rid [may rid]"""	False						
0_2_57431_ask	310	0	Lawrence John Wargrave	agent	ask	ask	57431	False	m	2	Philip Lombard	patient	m	Vera Elizabeth Claythorne	ask	Philip Lombard	True	"agent: ""Lawrence John Wargrave"" → ""Vera Elizabeth Claythorne"""	False						
2_1_57556_looked	311	2	Philip Lombard	agent	looked	look	57556	False	m	1	Vera Elizabeth Claythorne	patient	f	Philip Lombard	looked	Vera Elizabeth Claythorne	False		False						
2_0_57578_shoot	312	2	Philip Lombard	agent	shoot	shoot	57578	True	m	0	Lawrence John Wargrave	patient	m	Philip Lombard	shoot	Vera Elizabeth Claythorne	True	"patient: ""Lawrence John Wargrave"" → ""Vera Elizabeth Claythorne"""	False						
1_2_57617_turned	313	1	Vera Elizabeth Claythorne	agent	turned	turn	57617	False	f	2	Philip Lombard	patient	m	Vera Elizabeth Claythorne	turned	Philip Lombard	False		False						
2_1_57788_looked	314	2	Philip Lombard	agent	looked	look	57788	False	m	1	Vera Elizabeth Claythorne	patient	f	Philip Lombard	looked	Vera Elizabeth Claythorne	False		False						
1_0_58044_come	316	1	Vera Elizabeth Claythorne	agent	come	come	58044	False	f	0	Lawrence John Wargrave	patient	m	Vera Elizabeth Claythorne	come with [come with]	Philip Lombard	True	"verb: ""come [come]"" → ""come with [come with]""; patient: ""Lawrence John Wargrave"" → ""Philip Lombard"""	False						
2_1_58200_grasped	317	2	Philip Lombard	agent	grasped	grasp	58200	False	m	1	Vera Elizabeth Claythorne	patient	f	Philip Lombard	grasped	Vera Elizabeth Claythorne	False		False						
0_3_58363_find	318	0	Lawrence John Wargrave	agent	find	find	58363	True	m	3	Edward George Armstrong	patient	m	Philip Lombard	find	Edward George Armstrong	True	"agent: ""Lawrence John Wargrave"" → ""Philip Lombard"""	False						
0_3_58355_find	319	0	Lawrence John Wargrave	agent	find	find	58355	True	m	3	Edward George Armstrong	patient	m	Philip Lombard	find	Edward George Armstrong	True	"agent: ""Lawrence John Wargrave"" → ""Philip Lombard"""	False						
4_3_58556_was	320	4	William Henry Blore	agent	was	be	58556	False	m	3	Edward George Armstrong	patient	m	INCORRECT_TRIPLE	was	Edward George Armstrong	True	"agent: ""William Henry Blore"" → ""INCORRECT_TRIPLE"""	False						
1_2_59302_see	321	1	Vera Elizabeth Claythorne	agent	see	see	59302	True	f	2	Philip Lombard	patient	m	Vera Elizabeth Claythorne	see	Philip Lombard	False		False						
1_7_59450_looked	322	1	Vera Elizabeth Claythorne	agent	looked	look	59450	False	f	7	Anthony James Marston	patient	m	Vera Elizabeth Claythorne	looked	Edward George Armstrong	True	"patient: ""Anthony James Marston"" → ""Edward George Armstrong"""	False						
1_3_59514_looked	323	1	Vera Elizabeth Claythorne	agent	looked	look	59514	False	f	3	Edward George Armstrong	patient	m	Vera Elizabeth Claythorne	looked	Edward George Armstrong	False		False						
1_2_59608_leaned	324	1	Vera Elizabeth Claythorne	agent	leaned	lean	59608	False	f	2	Philip Lombard	patient	m	Vera Elizabeth Claythorne	leaned	Philip Lombard	False		False						
1_2_59705_facing	325	1	Vera Elizabeth Claythorne	agent	facing	face	59705	False	f	2	Philip Lombard	patient	m	Vera Elizabeth Claythorne	facing	Philip Lombard	False		False						
0_10_61460_knew	327	0	Lawrence John Wargrave	agent	knew	know	61460	True	m	10	Isaac Morris	patient	m	INCORRECT_TRIPLE	knew	Isaac Morris	True	"agent: ""Lawrence John Wargrave"" → ""INCORRECT_TRIPLE"""	False						
0_12_61608_telling	328	0	Lawrence John Wargrave	agent	telling	tell	61608	False	m	12	Thomas Legge	patient	m	Maine	telling	Thomas Legge	True	"agent: ""Lawrence John Wargrave"" → ""Maine"""	False						
11_10_61797_override	329	11	Fred Narracott	agent	override	override	61797	False	m	10	Isaac Morris	patient	m	Fred Narracott	override	Isaac Morris	False		False						
19_6_62659_serving	333	19	Arthur Richmond	agent	serving	serve	62659	False	m	6	John Gordon Macarthur	patient	m	Arthur Richmond	serving	John Gordon Macarthur	False		False						
2_4_64062_pushed	334	2	Philip Lombard	agent	pushed	push	64062	False	m	4	William Henry Blore	patient	m	Philip Lombard	pushed	William Henry Blore	False		False						
2_1_64073_doped	335	2	Philip Lombard	agent	doped	dope	64073	False	m	1	Vera Elizabeth Claythorne	patient	f	Philip Lombard	doped	Vera Elizabeth Claythorne	False		False						
2_1_64077_strung	336	2	Philip Lombard	agent	strung	string	64077	False	m	1	Vera Elizabeth Claythorne	patient	f	Philip Lombard	strung	Vera Elizabeth Claythorne	False		False						
1_2_64182_shot	337	1	Vera Elizabeth Claythorne	agent	shot	shoot	64182	False	f	2	Philip Lombard	patient	m	Vera Elizabeth Claythorne	shot	Philip Lombard	False		False						
1_4_64193_toppled	338	1	Vera Elizabeth Claythorne	agent	toppled	topple	64193	False	f	4	William Henry Blore	patient	m	Vera Elizabeth Claythorne	toppled	William Henry Blore	False		False						
10_2_67228_interviewed	342	10	Isaac Morris	agent	interviewed	interview	67228	False	m	2	Philip Lombard	patient	m	Isaac Morris	interviewed	Philip Lombard	False		False						
new_1774692318760_fx5ri	-1		Vera Elizabeth Claythorne	agent	drown	drown		False			Cyril Ogilvie Hamilton	patient		Vera Elizabeth Claythorne	drown	Cyril Ogilvie Hamilton	True	new triple	True	250201	250204	250209	250214	250220	250223
