canonical_id	verb_text	verb_lemma	negated	is_passive	sid	verb_token_idx	verb_category
10	seen	see	False	False	400	5229	PERCEPTION
2	shrugged	shrug	False	False	401	5241	WINK
2	knocked	knock	False	False	402	5249	BUMP
2	thought	think	False	False	403	5259	COGNITION
6	ask	ask	False	False	403	5266	COMMUNICATION
2	was	be	False	False	403	5271	STATE
6	mention	mention	True	False	405	5292	COMMUNICATION
0	came	come	False	False	407	5301	MOTION
0	had	have	False	False	408	5339	POSSESSION
1	said	say	False	False	409	5357	COMMUNICATION
1	pictured	picture	False	False	410	5372	CHARACTERIZE
1	shivered	shiver	False	False	413	5418	BODY_INTERNAL_STATES
4	came	come	False	False	415	5462	MOTION
4	introduced	introduce	False	False	415	5465	AMALGAMATE
4	said	say	False	False	416	5480	COMMUNICATION
4	introduce	introduce	False	False	418	5492	AMALGAMATE
4	laughed	laugh	False	False	421	5514	NONVERBAL_EXPRESSION
0	looked	look	False	False	422	5520	PERCEPTION
0	seemed wishing	seem wish	False	False	423	5528	GIVE_IMPRESSION
0	order	order	False	False	423	5535	OBTAINING
5	was	be	True	False	424	5545	STATE
5	liked	like	False	False	424	5551	EMOTION
4	asked	ask	False	False	425	5567	COMMUNICATION
4	turned	turn	False	False	426	5580	MOTION
4	held	hold	False	False	426	5582	POSSESSION
4	said	say	False	False	428	5606	COMMUNICATION
4	noticed	notice	False	False	429	5611	PERCEPTION
0	be	be	False	False	435	5710	STATE
0	got	get	False	False	438	5758	OBTAINING
5	said	say	False	False	441	5781	COMMUNICATION
0	said	say	False	False	444	5826	COMMUNICATION
2	said	say	False	False	446	5852	COMMUNICATION
5	permitted helped	permit help	False	False	448	5877	ADMIT
0	were	be	False	False	452	5917	STATE
7	looked	look	False	False	456	5989	PERCEPTION
7	touched	touch	False	False	457	6010	CONTACT
7	echoed	echo	False	False	457	6019	SOUND_EXISTENCE
7	seemed	seem	False	False	459	6038	GIVE_IMPRESSION
11	sat	sit	False	False	462	6064	BODY_POSITION
11	expected	expect	False	False	464	6096	DESIRE
11	remembered	remember	False	False	467	6139	COGNITION
37	be	be	False	False	469	6166	STATE
11	thought	think	False	False	470	6178	COGNITION
11	set	set	True	False	470	6186	PLACEMENT
11	had	have	True	False	471	6203	POSSESSION
11	agreed	agree	False	False	475	6245	SOCIAL
11	surveyed	survey	False	False	477	6273	INVESTIGATE
11	summed	sum	False	False	479	6297	ACTIVITY_RESUME
11	knew	know	False	False	480	6311	COGNITION
11	bet	bet	False	False	481	6323	BILL
11	thought	think	False	False	485	6377	COGNITION
11	shut	shut	False	False	502	6595	OTHER_COS
0	nosed	nose	False	False	502	6601	FERRET
2	said	say	False	False	503	6615	COMMUNICATION
11	said	say	False	False	504	6632	COMMUNICATION
11	jumped	jump	False	False	510	6700	CALIBRATABLE_COS
11	helped	help	False	False	510	6706	SOCIAL
11	made	make	False	False	511	6713	CREATION
11	led	lead	False	False	512	6726	ACCOMPANY
6	said	say	False	False	513	6738	COMMUNICATION
6	felt	feel	False	False	514	6749	PERCEPTION
0	ascended	ascend	False	False	516	6761	ESCAPE
0	came	come	False	False	516	6766	MOTION
8	awaiting	await	False	False	517	6788	EXPECTATION
8	reassured	reassure	False	False	517	6796	AMUSE
8	came	come	False	False	519	6819	MOTION
8	was	be	False	False	520	6825	STATE
8	said	say	False	False	521	6839	COMMUNICATION
0	come	come	False	False	521	6844	MOTION
7	thinking	think	False	False	525	6876	COGNITION
8	saying	say	False	False	530	6925	COMMUNICATION
0	wanted	want	False	False	532	6941	DESIRE
0	like go	like go	False	False	532	6945	EMOTION
1	followed	follow	False	False	536	6967	MOTION
9	thrown	throw	False	False	537	6975	AMUSE
9	walked	walk	False	False	537	6988	MOTION
1	uttered	utter	False	False	538	7009	COMMUNICATION
9	saying	say	False	False	539	7019	COMMUNICATION
9	hope	hope	False	False	539	7023	DESIRE
0	got	get	False	False	539	7026	OBTAINING
0	want	want	False	False	539	7029	DESIRE
1	looked	look	False	False	540	7035	PERCEPTION
1	said	say	False	False	543	7067	COMMUNICATION
1	think	think	False	False	543	7076	COGNITION
10	ring	ring	False	False	544	7082	CONTIGUOUS_LOCATION
0	want	want	False	False	544	7087	DESIRE
9	had	have	False	False	545	7095	POSSESSION
1	looked	look	False	False	546	7102	PERCEPTION
1	thought	think	False	False	550	7147	COGNITION
9	looks	look	False	False	550	7151	PERCEPTION
9	looked	look	False	False	552	7168	PERCEPTION
9	was	be	False	False	554	7191	STATE
1	said	say	False	False	555	7198	COMMUNICATION
1	'm	be	False	False	555	7203	STATE
1	expect	expect	False	False	556	7211	DESIRE
0	know	know	False	False	556	7213	COGNITION
9	said	say	False	False	557	7219	COMMUNICATION
9	know	know	True	False	557	7229	COGNITION
37	were have	be have	False	False	558	7244	STATE
1	said	say	False	False	559	7250	COMMUNICATION
37	mention	mention	True	False	559	7257	COMMUNICATION
9	seen	see	True	False	561	7271	PERCEPTION
1	said	say	False	False	564	7298	COMMUNICATION
1	frowned	frown	False	False	566	7317	NONVERBAL_EXPRESSION
9	said	say	False	False	568	7344	COMMUNICATION
9	'm	be	False	False	568	7348	STATE
9	is	be	False	False	568	7354	STATE
9	know	know	True	False	569	7363	COGNITION
1	said	say	False	False	570	7380	COMMUNICATION
0	manage	manage	False	False	570	7386	COPE
9	manage	manage	False	False	571	7398	COPE
37	get	get	False	False	572	7412	OBTAINING
1	said	say	False	False	573	7419	COMMUNICATION
1	expect	expect	False	False	573	7423	DESIRE
9	turned go	turn go	False	False	574	7429	MOTION
9	drifted	drift	False	False	576	7442	MODES_OF_BEING_WITH_MOTION
1	went	go	False	False	577	7451	MOTION
1	sat	sit	False	False	577	7457	BODY_POSITION
1	was	be	False	False	578	7465	STATE
9	ghostlike	ghostlike	False	False	580	7486	
1	thought	think	False	False	584	7508	COGNITION
1	wish	wish	False	False	584	7512	DESIRE
1	seen	see	False	False	584	7515	PERCEPTION
1	wish	wish	False	False	585	7521	DESIRE
1	knew	know	False	False	585	7523	COGNITION
37	were	be	False	False	585	7526	STATE
1	got	get	False	False	586	7531	OBTAINING
1	walked	walk	False	False	586	7534	MOTION
1	stood	stand	False	False	591	7619	BODY_POSITION
1	read	read	False	False	591	7626	DISCOVER
1	remembered	remember	False	False	592	7637	COGNITION
1	smiled	smile	False	False	604	7837	NONVERBAL_EXPRESSION
1	went	go	False	False	607	7848	MOTION
1	sat	sit	False	False	607	7850	BODY_POSITION
1	remember	remember	True	False	617	7936	COGNITION
1	think	think	True	False	619	7942	COGNITION
3	came	come	False	False	622	7958	MOTION
3	chatted	chat	False	False	623	7978	CHIT_CHAT
3	was	be	False	False	624	7988	STATE
3	seemed	seem	False	False	624	8007	GIVE_IMPRESSION
3	chatted	chat	False	False	625	8021	CHIT_CHAT
3	was	be	False	False	626	8031	STATE
3	was	be	False	False	629	8055	STATE
3	needed	need	False	False	630	8069	ORDER
3	like take	like take	False	False	631	8073	EMOTION
3	afford do	afford do	True	False	632	8087	EXPENSIVENESS
3	afford	afford	False	False	633	8094	EXPENSIVENESS
3	afford drop	afford drop	True	False	633	8105	EXPENSIVENESS
3	arrived	arrive	False	False	635	8122	ESCAPE
3	keep	keep	False	False	635	8126	POSSESSION
3	thought	think	False	False	636	8134	COGNITION
3	imagine	imagine	False	False	636	8146	CHARACTERIZE
3	going	go	True	False	636	8153	MOTION
3	done	do	False	False	636	8158	ABANDONMENT
3	thought	think	False	False	640	8213	COGNITION
3	leaving	leave	False	False	640	8218	MOTION
3	began make	begin make	False	False	641	8233	ASPECT
3	smiling	smile	False	False	642	8247	NONVERBAL_EXPRESSION
3	walked	walk	False	False	642	8250	MOTION
0	sitting	sit	False	False	643	8267	BODY_POSITION
0	was	be	False	False	643	8273	STATE
3	seen	see	False	False	644	8283	PERCEPTION
0	given	give	False	False	646	8316	TRANSFER
0	make	make	False	False	648	8354	CREATION
0	got	get	False	False	649	8368	OBTAINING
0	thought	think	False	False	653	8406	COGNITION
0	had	have	False	False	658	8453	POSSESSION
0	grunted	grunt	False	False	659	8465	ANIMAL_SOUNDS
3	said	say	False	False	660	8477	COMMUNICATION
3	go	go	False	False	660	8482	MOTION
3	pay	pay	False	False	660	8484	PAY
0	closed	close	False	False	661	8497	CRANE
0	said	say	False	False	661	8507	COMMUNICATION
10	do	do	True	False	661	8513	ABANDONMENT
3	startled	startle	False	True	662	8520	AMUSE
0	said	say	False	False	664	8529	COMMUNICATION
3	stared	star	False	False	667	8552	CAPTAIN
3	thought	think	False	False	668	8561	COGNITION
0	gone	go	False	False	668	8567	MOTION
0	said	say	False	False	668	8572	COMMUNICATION
3	'm	be	False	False	669	8588	STATE
3	do	do	True	False	669	8591	ABANDONMENT
0	said	say	False	False	670	8603	COMMUNICATION
0	wondering	wonder	False	False	672	8620	COGNITION
0	come	come	False	False	672	8624	MOTION
3	shook	shake	False	False	673	8633	AMUSE
3	went	go	False	False	673	8637	MOTION
0	reflected	reflect	False	False	674	8647	MARVEL
0	care	care	True	False	677	8683	CARE
8	coming	come	False	False	681	8723	MOTION
0	asked	ask	False	False	681	8733	COMMUNICATION
25	expected	expect	False	False	681	8741	DESIRE
0	know	know	False	False	681	8745	COGNITION
8	stared	star	False	False	682	8749	CAPTAIN
0	grunted	grunt	False	False	685	8773	ANIMAL_SOUNDS
0	thought	think	False	False	686	8776	COGNITION
7	was	be	False	False	689	8799	STATE
7	luxuriated	luxuriate	False	False	690	8805	MARVEL
7	was	be	False	False	693	8830	STATE
7	thought	think	False	False	694	8841	COGNITION
7	suppose	suppose	False	False	694	8853	COGNITION
4	tying	tie	False	False	698	8892	TAPE
4	was	be	True	False	699	8897	STATE
4	look	look	False	False	700	8909	PERCEPTION
4	supposed	suppose	False	False	701	8914	COGNITION
4	mean bungle	mean bungle	True	False	705	8953	CONJECTURE
4	glanced	glance	False	False	706	8960	PEER
4	thought Remember	think remember	False	False	708	8979	COGNITION
4	was	be	False	False	708	8987	STATE
4	doing	do	False	False	709	8996	ABANDONMENT
6	frowning	frown	False	False	712	9028	NONVERBAL_EXPRESSION
6	led expect	lead expect	False	True	714	9050	ACCOMPANY
6	make	make	False	False	716	9060	CREATION
6	get	get	False	False	716	9064	OBTAINING
6	have stay	have stay	False	False	720	9088	POSSESSION
37	was	be	False	False	721	9098	STATE
6	swear	swear	False	False	723	9108	CONJECTURE
37	was	be	True	False	723	9111	STATE
2	came	come	False	False	725	9126	MOTION
2	walked	walk	False	False	725	9132	MOTION
2	moved	move	False	False	726	9141	MOTION
2	smiling	smile	False	False	729	9172	NONVERBAL_EXPRESSION
2	going enjoy	go enjoy	False	False	731	9183	MOTION
5	reading	read	False	False	733	9209	DISCOVER
5	followed	follow	False	False	734	9218	MOTION
5	shut	shut	False	False	738	9285	OTHER_COS
5	pinned	pin	False	False	739	9292	TAPE
5	went	go	False	False	739	9301	MOTION
0	being	be	False	False	746	9362	STATE
5	chatted	chat	False	False	747	9381	CHIT_CHAT
1	asking	ask	False	False	748	9396	COMMUNICATION
4	was	be	False	False	749	9407	STATE
2	listened	listen	False	False	750	9415	PEER
2	looked	look	False	False	751	9424	PERCEPTION
2	narrowed	narrow	False	False	751	9431	OTHER_COS
7	said	say	False	False	755	9487	COMMUNICATION
1	leaned	lean	False	False	758	9503	ASSUMING_POSITION
1	wonder	wonder	False	False	759	9508	COGNITION
1	cried	cry	False	False	762	9527	BREATHE
1	suppose	suppose	False	False	763	9546	COGNITION
2	said	say	False	False	765	9564	COMMUNICATION
1	said	say	False	False	769	9590	COMMUNICATION
0	grunted	grunt	False	False	770	9607	ANIMAL_SOUNDS
0	helped port	help port	False	False	770	9615	SOCIAL
5	looked	look	False	False	771	9622	PERCEPTION
1	looked	look	False	False	772	9629	PERCEPTION
5	said	say	False	False	775	9668	COMMUNICATION
1	said	say	False	False	776	9676	COMMUNICATION
1	hate	hate	False	False	776	9681	EMOTION
1	flushed	flush	False	False	778	9696	HICCUP
1	said	say	False	False	779	9699	COMMUNICATION
1	think	think	True	False	779	9708	COGNITION
5	agreed	agree	False	False	780	9722	SOCIAL
5	said	say	False	False	781	9739	COMMUNICATION
5	've	have	False	False	781	9726	POSSESSION
1	shut	shut	False	True	781	9732	OTHER_COS
10	get	get	True	False	782	9745	OBTAINING
1	murmured	murmur	False	False	783	9756	COMMUNICATION
5	said	say	False	False	784	9771	COMMUNICATION
1	thought	think	False	False	786	9793	COGNITION
1	said	say	False	False	787	9807	COMMUNICATION
1	think	think	False	False	787	9813	COGNITION
5	brought	bring	False	False	788	9826	TRANSFER
5	was	be	False	False	789	9841	STATE
5	paused	pause	False	False	789	9849	LINGER
5	said	say	False	False	790	9852	COMMUNICATION
0	say	say	False	False	791	9860	COMMUNICATION
5	said	say	False	False	793	9870	COMMUNICATION
5	met	meet	True	False	793	9877	SOCIAL
1	stared	star	False	False	794	9888	CAPTAIN
1	finish	finish	True	False	795	9899	ASPECT
8	followed	follow	False	False	797	9913	MOTION
3	came	come	False	False	799	9934	MOTION
6	stood	stand	False	False	802	9974	BODY_POSITION
6	pulled	pull	False	False	803	9983	CONTACT
8	went	go	False	False	807	10023	MOTION
10	dined	din	False	False	809	10045	ARCHITECTURAL_PART
10	were	be	False	False	810	10049	STATE
10	startled	startle	False	True	816	10106	AMUSE
10	looked	look	False	False	817	10109	PERCEPTION
10	charged	charge	False	True	820	10136	BILL
3	cause	cause	False	False	821	10158	ENGENDER
0	did	do	False	False	821	10148	ABANDONMENT
0	were	be	False	False	822	10179	STATE
0	brought	bring	False	False	823	10194	TRANSFER
0	killed	kill	False	False	824	10223	KILLING
0	were	be	False	False	825	10241	STATE
0	sent	send	False	False	826	10272	TRANSFER
0	were	be	False	False	827	10299	STATE
0	were	be	False	False	829	10349	STATE
8	dropped	drop	False	False	834	10396	CALIBRATABLE_COS
2	was	be	False	False	836	10423	STATE
2	leapt	leap	False	False	837	10430	MOTION
2	flung	fling	False	False	837	10435	THROW
9	was	be	False	False	838	10447	STATE
2	called	call	False	False	839	10452	COMMUNICATION
3	came	come	False	False	842	10483	MOTION
3	helped	help	False	False	843	10488	SOCIAL
3	said	say	False	False	844	10502	COMMUNICATION
9	fainted	faint	False	True	845	10512	CHANGE_BODILY_STATE
9	be	be	False	False	846	10520	STATE
2	said	say	False	False	847	10528	COMMUNICATION
8	murmured	murmur	False	False	848	10548	COMMUNICATION
8	slipped	slip	False	False	848	10557	TRANSFER
1	cried	cry	False	False	849	10565	BREATHE
6	spluttered	splutter	False	False	852	10589	MANNER_SPEAKING
6	looked	look	False	False	856	10619	PERCEPTION
0	seemed	seem	False	False	858	10641	GIVE_IMPRESSION
5	sat	sit	False	False	859	10647	BODY_POSITION
0	sat	sit	False	False	861	10667	BODY_POSITION
0	sunk	sink	False	False	861	10675	OTHER_COS
0	scratched	scratch	False	False	862	10686	CUT
3	being	be	False	False	865	10717	STATE
2	was	be	False	False	865	10725	STATE
2	said	say	False	False	866	10735	COMMUNICATION
1	cried	cry	False	False	868	10753	BREATHE
2	shook	shake	False	False	872	10796	AMUSE
2	moved	move	False	False	874	10808	MOTION
2	caught	catch	False	False	875	10830	OBTAINING
2	flung	fling	False	False	875	10834	THROW
2	passed	pass	False	False	876	10840	TRANSFER
2	uttered	utter	False	False	876	10844	COMMUNICATION
2	said	say	False	False	877	10851	COMMUNICATION
5	remained	remain	False	False	879	10870	EXIST
2	replaced	replace	False	False	883	10951	EXCHANGE
2	heard	hear	False	False	883	10960	PERCEPTION
1	cried Turn	cry turn	False	False	884	10976	BREATHE
2	obeyed	obey	False	False	887	10993	COMPLIANCE
3	said	say	False	False	888	10997	COMMUNICATION
3	suppose	suppose	False	False	888	11014	COGNITION
0	think	think	False	False	889	11030	COGNITION
0	do	do	False	False	889	11036	ABANDONMENT
3	stared	star	False	False	890	11042	CAPTAIN
0	said	say	False	False	893	11066	COMMUNICATION
0	'm	be	True	False	893	11073	STATE
7	broke	break	False	False	894	11084	APPEAR
7	said	say	False	False	895	11088	COMMUNICATION
