canonical_id_left	name_left	role_left	word	lemma	index	negated	gender_left	name_variants_left	canonical_id_right	name_right	role_right	gender_right	name_variants_right	is_new
14	Hugo Hamilton	agent	love	love	19757	False	m		0	Lawrence John Wargrave	patient	m		False
14	Hugo Hamilton	agent	love	love	19761	False	m		0	Lawrence John Wargrave	patient	m		False
14	Hugo Hamilton	agent	love	love	19767	False	m		0	Lawrence John Wargrave	patient	m		False
14	Hugo Hamilton	agent	ask marry	ask marry	19789	True	m		0	Lawrence John Wargrave	patient	m		False
1	Vera Elizabeth Claythorne	agent	remembered	remember	20077	False	f		7	Anthony James Marston	patient	m		False
3	Edward George Armstrong	agent	followed	follow	20672	False	m		8	Thomas Rogers	patient	m		False
8	Thomas Rogers	agent	stared	star	20947	False	m		3	Edward George Armstrong	patient	m		False
4	William Henry Blore	agent	said	say	21296	False	m		2	Philip Lombard	patient	m		False
3	Edward George Armstrong	agent	turned	turn	21862	False	m		5	Emily Brent	patient	f		False
9	Ethel Rogers	agent	accused	accuse	21897	False	f		37	Owen	patient	m		False
4	William Henry Blore	agent	bet	bet	22208	False	m		3	Edward George Armstrong	patient	m		False
8	Thomas Rogers	agent	assures	assure	22225	False	m		3	Edward George Armstrong	patient	m		False
3	Edward George Armstrong	agent	looked	look	22256	False	m		4	William Henry Blore	patient	m		False
8	Thomas Rogers	agent	polished	polish	22322	False	m		9	Ethel Rogers	patient	f		False
4	William Henry Blore	agent	looked	look	23001	False	m		2	Philip Lombard	patient	m		False
4	William Henry Blore	agent	viewed	view	23137	False	m		6	John Gordon Macarthur	patient	m		False
2	Philip Lombard	agent	thank	thank	23409	False	m		0	Lawrence John Wargrave	patient	m		False
3	Edward George Armstrong	agent	turned	turn	23463	False	m		0	Lawrence John Wargrave	patient	m		False
8	Thomas Rogers	agent	have	have	23483	False	m		0	Lawrence John Wargrave	patient	m		False
8	Thomas Rogers	agent	have	have	23549	False	m		0	Lawrence John Wargrave	patient	m		False
8	Thomas Rogers	agent	followed	follow	23616	False	m		3	Edward George Armstrong	patient	m		False
0	Lawrence John Wargrave	agent	believe	believe	23897	True	m		8	Thomas Rogers	patient	m		False
5	Emily Brent	agent	suggested	suggest	23934	False	f		1	Vera Elizabeth Claythorne	patient	f		False
1	Vera Elizabeth Claythorne	agent	said	say	24472	False	f		5	Emily Brent	patient	f		False
5	Emily Brent	agent	understand	understand	24572	False	f		0	Lawrence John Wargrave	patient	m		False
5	Emily Brent	agent	keep	keep	24913	True	f		17	Beatrice Taylor	patient	f		False
5	Emily Brent	agent	said	say	25083	False	f		17	Beatrice Taylor	patient	f		False
5	Emily Brent	agent	turned	turn	25122	False	f		1	Vera Elizabeth Claythorne	patient	f		False
3	Edward George Armstrong	agent	speak	speak	25320	False	m		0	Lawrence John Wargrave	patient	m		False
0	Lawrence John Wargrave	agent	accept	accept	25461	False	m		4	William Henry Blore	patient	m		False
3	Edward George Armstrong	agent	asked	ask	25567	False	m		8	Thomas Rogers	patient	m		False
3	Edward George Armstrong	agent	beg	beg	25753	False	m		1	Vera Elizabeth Claythorne	patient	f		False
0	Lawrence John Wargrave	agent	tell	tell	26079	False	m		2	Philip Lombard	patient	m		False
3	Edward George Armstrong	agent	prompted	prompt	26256	False	m		2	Philip Lombard	patient	m		False
2	Philip Lombard	agent	believe	believe	26319	False	m		7	Anthony James Marston	patient	m		False
2	Philip Lombard	agent	believe	believe	26338	False	m		9	Ethel Rogers	patient	f		False
8	Thomas Rogers	agent	put	put	26360	False	m		9	Ethel Rogers	patient	f		False
3	Edward George Armstrong	agent	give	give	26405	False	m		0	Lawrence John Wargrave	patient	m		False
8	Thomas Rogers	agent	given	give	26422	False	m		3	Edward George Armstrong	patient	m		False
2	Philip Lombard	agent	took	take	26567	False	m		3	Edward George Armstrong	patient	m		False
1	Vera Elizabeth Claythorne	agent	avoided	avoid	28420	False	f		5	Emily Brent	patient	f		False
1	Vera Elizabeth Claythorne	agent	thought	think	28461	False	f		5	Emily Brent	patient	f		False
1	Vera Elizabeth Claythorne	agent	looked	look	28543	False	f		0	Lawrence John Wargrave	patient	m		False
6	John Gordon Macarthur	agent	stirred	stir	28633	False	m		1	Vera Elizabeth Claythorne	patient	f		False
6	John Gordon Macarthur	agent	stared	star	28660	False	m		1	Vera Elizabeth Claythorne	patient	f		False
1	Vera Elizabeth Claythorne	agent	sat	sit	28706	False	f		6	John Gordon Macarthur	patient	m		False
1	Vera Elizabeth Claythorne	agent	understand	understand	28944	True	f		0	Lawrence John Wargrave	patient	m		False
6	John Gordon Macarthur	agent	loved	love	28972	False	m		20	Leslie Macarthur	patient	f		False
6	John Gordon Macarthur	agent	loved	love	28976	False	m		20	Leslie Macarthur	patient	f		False
6	John Gordon Macarthur	agent	loved	love	29001	False	m		20	Leslie Macarthur	patient	f		False
6	John Gordon Macarthur	agent	loved	love	29039	False	m		20	Leslie Macarthur	patient	f		False
6	John Gordon Macarthur	agent	sent	send	29089	False	m		19	Arthur Richmond	patient	m		False
6	John Gordon Macarthur	agent	sent	send	29089	False	m		19	Arthur Richmond	patient	m		False
6	John Gordon Macarthur	agent	know	know	29227	True	m		20	Leslie Macarthur	patient	f		False
6	John Gordon Macarthur	agent	reach	reach	29242	True	m		20	Leslie Macarthur	patient	f		False
4	William Henry Blore	agent	found	find	29394	False	m		3	Edward George Armstrong	patient	m		False
4	William Henry Blore	agent	left staring	leave star	29399	False	m		3	Edward George Armstrong	patient	m		False
3	Edward George Armstrong	agent	thinking	think	29483	False	m		6	John Gordon Macarthur	patient	m		False
3	Edward George Armstrong	agent	studied	study	29571	True	m		6	John Gordon Macarthur	patient	m		False
4	William Henry Blore	agent	trust	trust	29800	True	m		2	Philip Lombard	patient	m		False
3	Edward George Armstrong	agent	say	say	30204	False	m		8	Thomas Rogers	patient	m		False
3	Edward George Armstrong	agent	grasped	grasp	30352	False	m		4	William Henry Blore	patient	m		False
4	William Henry Blore	agent	said	say	30988	False	m		9	Ethel Rogers	patient	f		False
6	John Gordon Macarthur	agent	thinking	her	18449	false			20	Leslie Macarthur	patient			True
0	Lawrence John Wargrave	agent	give	give	31073	False	m		9	Ethel Rogers	patient	f		False
3	Edward George Armstrong	agent	stared	star	31083	False	m		4	William Henry Blore	patient	m		False
3	Edward George Armstrong	agent	give	give	31105	False	m		9	Ethel Rogers	patient	f		False
3	Edward George Armstrong	agent	gave	give	31135	False	m		9	Ethel Rogers	patient	f		False
0	Lawrence John Wargrave	agent	give	give	31169	True	m		9	Ethel Rogers	patient	f		False
3	Edward George Armstrong	agent	gave	give	31257	False	m		9	Ethel Rogers	patient	f		False
2	Philip Lombard	agent	said	say	31375	False	m		4	William Henry Blore	patient	m		False
10	Isaac Morris	agent	shut	shut	31450	False	m		4	William Henry Blore	patient	m		False
10	Isaac Morris	agent	offered	offer	31686	False	m		2	Philip Lombard	patient	m		False
10	Isaac Morris	agent	told	tell	31746	False	m		0	Lawrence John Wargrave	patient	m		False
8	Thomas Rogers	agent	addressed	address	32363	False	m		5	Emily Brent	patient	f		False
8	Thomas Rogers	agent	inform	inform	32433	False	m		6	John Gordon Macarthur	patient	m		False
3	Edward George Armstrong	agent	heard	hear	32469	False	m		8	Thomas Rogers	patient	m		False
8	Thomas Rogers	agent	saw	see	32834	False	m		1	Vera Elizabeth Claythorne	patient	f		False
3	Edward George Armstrong	agent	tell	tell	33355	False	m		0	Lawrence John Wargrave	patient	m		False
0	Lawrence John Wargrave	agent	turned	turn	33530	False	m		1	Vera Elizabeth Claythorne	patient	f		False
0	Lawrence John Wargrave	agent	ask	ask	33685	False	m		4	William Henry Blore	patient	m		False
0	Lawrence John Wargrave	agent	said	say	33786	False	m		2	Philip Lombard	patient	m		False
0	Lawrence John Wargrave	agent	seeing	see	34371	False	m		1	Vera Elizabeth Claythorne	patient	f		False
6	John Gordon Macarthur	agent	like	like	34396	True	m		1	Vera Elizabeth Claythorne	patient	f		False
0	Lawrence John Wargrave	agent	bowed	bow	34430	False	m		5	Emily Brent	patient	f		False
2	Philip Lombard	agent	said	say	34591	False	m		8	Thomas Rogers	patient	m		False
0	Lawrence John Wargrave	agent	looked	look	34601	False	m		2	Philip Lombard	patient	m		False
2	Philip Lombard	agent	taken	take	34761	False	m		9	Ethel Rogers	patient	f		False
8	Thomas Rogers	agent	killing	kill	34741	False	m		9	Ethel Rogers	patient	f		False
9	Ethel Rogers	agent	giving	give	34753	False	f		8	Thomas Rogers	patient	m		False
2	Philip Lombard	agent	see	see	34790	True	m		8	Thomas Rogers	patient	m		False
3	Edward George Armstrong	agent	sent	send	35411	False	m		8	Thomas Rogers	patient	m		False
3	Edward George Armstrong	agent	gave	give	35587	False	m		9	Ethel Rogers	patient	f		False
4	William Henry Blore	agent	get	get	35669	True	m		0	Lawrence John Wargrave	patient	m		False
3	Edward George Armstrong	agent	given	give	35697	False	m		9	Ethel Rogers	patient	f		False
0	Lawrence John Wargrave	agent	turned	turn	36694	False	m		5	Emily Brent	patient	f		False
5	Emily Brent	agent	took	take	36720	False	f		1	Vera Elizabeth Claythorne	patient	f		False
1	Vera Elizabeth Claythorne	agent	was	be	36811	False	f		5	Emily Brent	patient	f		False
6	John Gordon Macarthur	agent	frightened	frighten	36967	False	m		1	Vera Elizabeth Claythorne	patient	f		False
2	Philip Lombard	agent	murmured	murmur	37177	False	m		1	Vera Elizabeth Claythorne	patient	f		False
10	Isaac Morris	agent	strike	strike	37804	False	m		2	Philip Lombard	patient	m		False
1	Vera Elizabeth Claythorne	agent	see	see	37902	True	f		0	Lawrence John Wargrave	patient	m		False
2	Philip Lombard	agent	plump	plump	37993	False	m		0	Lawrence John Wargrave	patient	m		False
1	Vera Elizabeth Claythorne	agent	answered	answer	38150	False	f		3	Edward George Armstrong	patient	m		False
2	Philip Lombard	agent	put	put	38175	False	m		3	Edward George Armstrong	patient	m		False
3	Edward George Armstrong	agent	gave	give	38233	False	m		9	Ethel Rogers	patient	f		False
2	Philip Lombard	agent	left	leave	38308	True	m		3	Edward George Armstrong	patient	m		False
2	Philip Lombard	agent	looked	look	38448	False	m		1	Vera Elizabeth Claythorne	patient	f		False
3	Edward George Armstrong	agent	stared	star	39132	False	m		0	Lawrence John Wargrave	patient	m		False
3	Edward George Armstrong	agent	stared	star	39198	False	m		0	Lawrence John Wargrave	patient	m		False
2	Philip Lombard	agent	found	find	40889	False	m		3	Edward George Armstrong	patient	m		False
5	Emily Brent	agent	assure	assure	41159	False	f		0	Lawrence John Wargrave	patient	m		False
5	Emily Brent	agent	seen	see	41201	True	f		8	Thomas Rogers	patient	m		False
1	Vera Elizabeth Claythorne	agent	caught	catch	41312	False	f		0	Lawrence John Wargrave	patient	m		False
1	Vera Elizabeth Claythorne	agent	made	make	41324	False	f		0	Lawrence John Wargrave	patient	m		False
3	Edward George Armstrong	agent	struck	strike	41875	False	m		1	Vera Elizabeth Claythorne	patient	f		False
0	Lawrence John Wargrave	agent	suspect	suspect	42700	True	m		2	Philip Lombard	patient	m		False
2	Philip Lombard	agent	take	take	42811	False	m		0	Lawrence John Wargrave	patient	m		False
4	William Henry Blore	agent	stared	star	43077	False	m		2	Philip Lombard	patient	m		False
4	William Henry Blore	agent	tell	tell	43114	False	m		0	Lawrence John Wargrave	patient	m		False
4	William Henry Blore	agent	demanded	demand	43237	False	m		0	Lawrence John Wargrave	patient	m		False
14	Hugo Hamilton	agent	looked	look	43466	False	m		1	Vera Elizabeth Claythorne	patient	f		False
5	Emily Brent	agent	dreamed	dream	43884	False	f		17	Beatrice Taylor	patient	f		False
3	Edward George Armstrong	agent	came	come	44422	False	m		5	Emily Brent	patient	f		False
3	Edward George Armstrong	agent	give	give	44435	False	m		0	Lawrence John Wargrave	patient	m		False
5	Emily Brent	agent	see	see	44728	False	f		17	Beatrice Taylor	patient	f		False
1	Vera Elizabeth Claythorne	agent	fetch	fetch	44859	False	f		5	Emily Brent	patient	f		False
10	Isaac Morris	agent	judge	judge	45014	True	m		5	Emily Brent	patient	f		False
5	Emily Brent	agent	told	tell	45084	False	f		1	Vera Elizabeth Claythorne	patient	f		False
5	Emily Brent	agent	tell	tell	45097	False	f		0	Lawrence John Wargrave	patient	m		False
0	Lawrence John Wargrave	agent	ask observe	ask observe	45269	False	m		3	Edward George Armstrong	patient	m		False
3	Edward George Armstrong	agent	looked	look	45877	False	m		0	Lawrence John Wargrave	patient	m		False
3	Edward George Armstrong	agent	looked	look	45877	False	m		1	Vera Elizabeth Claythorne	patient	f		False
3	Edward George Armstrong	agent	tell	tell	45890	False	m		0	Lawrence John Wargrave	patient	m		False
4	William Henry Blore	agent	looking	look	45902	False	m		2	Philip Lombard	patient	m		False
14	Hugo Hamilton	agent	was beside [be beside]	be	49061	False	m		1	Vera Elizabeth Claythorne	patient	f		False
3	Edward George Armstrong	agent	supported	support	49717	False	m		1	Vera Elizabeth Claythorne	patient	f		False
4	William Henry Blore	agent	knock	knock	50122	False	m		3	Edward George Armstrong	patient	f		False
0	Lawrence John Wargrave	agent	following	follow	50204	False	m		3	Edward George Armstrong	patient	m		False
1	Vera Elizabeth Claythorne	agent	said	say	51708	False	f		15	Cyril Ogilvie Hamilton	patient	m		False
1	Vera Elizabeth Claythorne	agent	tell	tell	51796	False	f		0	Lawrence John Wargrave	patient	m		False
14	Hugo Hamilton	agent	looked	look	52045	False	m		1	Vera Elizabeth Claythorne	patient	f		False
1	Vera Elizabeth Claythorne	agent	written	write	52083	False	f		14	Hugo Hamilton	patient	m		False
1	Vera Elizabeth Claythorne	agent	think	think	52104	True	f		14	Hugo Hamilton	patient	m		False
14	Hugo Hamilton	agent	was with [be with]	be	52141	False	m		1	Vera Elizabeth Claythorne	patient	f		False
4	William Henry Blore	agent	paused at [pause at]	pause	53546	False	m		3	Edward George Armstrong	patient	m		False
4	William Henry Blore	agent	speak	speak	53970	False	m		0	Lawrence John Wargrave	patient	m		False
2	Philip Lombard	agent	joined	join	54000	False	m		4	William Henry Blore	patient	m		False
4	William Henry Blore	agent	followed	follow	54186	False	m		2	Philip Lombard	patient	m		False
3	Edward George Armstrong	agent	inform	inform	54412	False	m		1	Vera Elizabeth Claythorne	patient	f		False
4	William Henry Blore	agent	tell	tell	54860	False	m		0	Lawrence John Wargrave	patient	m		False
4	William Henry Blore	agent	tell	tell	54941	False	m		0	Lawrence John Wargrave	patient	m		False
4	William Henry Blore	agent	find	find	55448	False	m		2	Philip Lombard	patient	m		False
2	Philip Lombard	agent	ask	ask	55940	False	m		4	William Henry Blore	patient	m		False
2	Philip Lombard	agent	pot	pot	55952	True	m		4	William Henry Blore	patient	m		False
2	Philip Lombard	agent	looked	look	56028	False	m		1	Vera Elizabeth Claythorne	patient	f		False
2	Philip Lombard	agent	stay	stay	56912	False	m		1	Vera Elizabeth Claythorne	patient	f		False
