subject_text	subject_ids	subject_pos	verb_text	verb_lemma	verb_id	object_text	object_ids	object_pos	negated
He	[215]	PRON	complimented	compliment	849	her	[125]	PRON	False
him	[215]	PRON	cleaving	cleave	954	way	[]	NOUN	False
mornings	[]	NOUN	spent	spend	982	lying out on the sands Hugo Hugo who had said he loved her	[125, 220, 221, 215]	PRON	False
he	[215]	PRON	loved	love	994	her	[125]	PRON	False
She	[125]	PRON	opened	open	1005	eyes	[]	NOUN	False
She	[125]	PRON	thought	think	1039	schoolmistressy	[]	NOUN	False
She	[125]	PRON	thought	think	1039	customer	[225]	NOUN	False
who	[]	PRON	hold	hold	1104	own	[]	ADJ	False
He	[71]	PRON	like	like	1115	to take her on	[224]	ADP	False
No	[]	INTJ	cut	cut	1126	kind	[]	NOUN	False
He	[71]	PRON	got	get	1140	to keep his mind on the job	[71]	NOUN	False
He	[71]	PRON	said	say	1178	guineas	[]	NOUN	False
He	[71]	PRON	said	say	1191	it	[]	PRON	False
you	[228]	PRON	deceive	deceive	1246	them	[73]	PRON	True
you	[74]	PRON	give	give	1267	information	[]	NOUN	True
Mr. Isaac Morris	[74]	PROPN	shaken	shake	1278	head	[]	NOUN	False
It	[]	PRON	understood	understand	1299	client	[1851]	NOUN	False
I	[71]	PRON	empowered	empower	1319	to hand you one hundred guineas in return for which you will travel to Sticklehaven , Devon	[72, 8, 9]	PROPN	False
motor launch	[1854]	NOUN	convey	convey	1358	you	[72]	PRON	False
you	[72]	PRON	hold	hold	1367	yourself	[72]	PRON	False
Lombard	[71]	PROPN	said	say	1379	Fingering his small moustache	[71]	NOUN	False
I	[72]	PRON	undertake	undertake	1413	anything	[]	PRON	True
He	[71]	PRON	darted	dart	1420	glance	[]	NOUN	False
he	[71]	PRON	drew	draw	1545	line	[]	NOUN	False
he	[71]	PRON	draw	draw	1559	line	[]	NOUN	False
he	[71]	PRON	going	go	1569	to enjoy himself at Indian Island	[2, 71]	PROPN	False
one	[237]	NOUN	made	make	1664	fuss	[]	NOUN	False
They	[237]	PRON	wanted	want	1673	injections	[]	NOUN	False
they	[237]	PRON	took	take	1681	drugs	[]	NOUN	False
they	[237]	PRON	wanted	want	1689	chairs	[]	NOUN	False
they	[237]	PRON	wanted	want	1689	cushions	[]	NOUN	False
girls	[238]	NOUN	allowed	allow	1697	injections	[]	NOUN	False
girls	[238]	NOUN	allowed	allow	1697	half	[]	NOUN	False
They	[237]	PRON	lay	lie	1705	half	[]	NOUN	False
She	[76]	PRON	like	like	1724	to make an example of certain people	[240]	NOUN	False
She	[76]	PRON	remembered	remember	1734	summer holiday	[]	NOUN	False
she	[76]	PRON	reread	reread	1757	letter	[]	NOUN	False
she	[76]	PRON	read	read	1764	which	[]	PRON	False
you	[77]	PRON	remember	remember	1777	me	[0]	PRON	False
we	[241]	PRON	seemed	seem	1795	to have so much in common	[]	ADJ	False
I	[0]	PRON	starting	start	1805	guest house	[242]	NOUN	False
you	[77]	PRON	see	see	1863	way	[]	NOUN	False
people	[1846]	NOUN	write	write	1917	signatures	[]	NOUN	False
islands	[]	NOUN	suit	suit	2021	everybody	[257]	PRON	True
They	[247]	PRON	thought	think	2025	disadvantages	[]	NOUN	False
they	[247]	PRON	realized	realize	2038	disadvantages	[]	NOUN	False
I	[76]	PRON	getting	get	2059	holiday	[]	NOUN	False
she	[76]	PRON	remember	remember	2095	more	[]	ADJ	False
he	[80]	PRON	had	have	2125	to change	[]	VERB	False
One or two of your old cronies are coming	[265, 267]	VERB	like	like	2190	to have a talk over old times	[]	NOUN	False
he	[265]	PRON	enjoy	enjoy	2203	chat	[]	NOUN	False
He	[265]	PRON	had	have	2212	fancy	[]	NOUN	False
he	[84]	PRON	know	know	2259	What	[]	PRON	False
things	[]	NOUN	fancied	fancy	2278	fellow	[271]	NOUN	False
Admiralty	[197]	PROPN	got	get	2329	that	[]	NOUN	False
Admiralty	[197]	PROPN	got	get	2329	hold	[]	NOUN	False
War Office	[273]	PROPN	got	get	2329	that	[]	NOUN	False
War Office	[273]	PROPN	got	get	2329	hold	[]	NOUN	False
Air Force	[274]	PROPN	got	get	2329	that	[]	NOUN	False
Air Force	[274]	PROPN	got	get	2329	hold	[]	NOUN	False
Young Elmer Robson	[85]	PROPN	built	build	2344	place	[276]	NOUN	False
he	[265]	PRON	want	want	2374	to wait	[]	VERB	True
He	[265]	PRON	wanted	want	2379	to get on	[]	ADP	False
Dr. Armstrong	[86]	PROPN	driving	drive	2387	Morris	[74]	PROPN	False
Success	[87]	PROPN	had	have	2400	penalties	[]	NOUN	False
You	[279]	PRON	had	have	2484	to have luck as well	[]	ADV	False
he	[86]	PRON	had	have	2494	it	[]	PRON	False
he	[86]	PRON	put	put	2543	finger	[]	NOUN	False
ball	[]	NOUN	started	start	2556	rolling	[]	VERB	False
He	[86]	PRON	had	have	2573	leisure	[]	NOUN	False
he	[86]	PRON	leaving	leave	2591	London	[16]	PROPN	False
he	[86]	PRON	going	go	2594	to be for some days on an island off the Devon coast	[185, 282]	NOUN	False
women	[289]	NOUN	had	have	2722	nothing	[]	PRON	False
who	[289]	PRON	consulted	consult	2720	him	[86]	PRON	False
they	[289]	PRON	thank	thank	2735	you	[86]	PRON	True
one	[270]	PRON	find	find	2746	something	[]	PRON	False
it	[]	PRON	needs	need	2766	putting right	[]	NOUN	False
he	[86]	PRON	had	have	2789	manner	[]	NOUN	False
he	[86]	PRON	inspire	inspire	2795	hope	[]	NOUN	False
he	[86]	PRON	inspire	inspire	2795	belief	[]	NOUN	False
he	[86]	PRON	managed	manage	2804	to pull himself together in time after that business ten no , fifteen years ago	[86]	ADV	False
shock	[]	NOUN	pulled	pull	2840	him	[86]	PRON	False
He	[86]	PRON	cut	cut	2846	drink	[]	NOUN	False
who	[293]	PRON	tore	tear	2899	country	[294]	NOUN	False
He	[86]	PRON	hated	hat	2905	them	[293]	PRON	False
he	[90]	PRON	stop	stop	2983	Heaps	[]	PROPN	False
he	[90]	PRON	push	push	2990	Heaps	[]	PROPN	False
He	[90]	PRON	have	have	3009	gin	[]	NOUN	False
He	[90]	PRON	have	have	3009	gingerbeer	[]	NOUN	False
they	[298]	PRON	do	do	3079	one	[]	PRON	False
who	[301]	PRON	made	make	3092	money	[301]	NOUN	False
story	[]	NOUN	bought	buy	3109	Indian Island	[2]	PROPN	False
He	[90]	PRON	like	like	3118	to have been in with that film star crowd	[302]	NOUN	False
he	[90]	PRON	stretched	stretch	3150	himself	[90]	PRON	False
He	[90]	PRON	let	let	3194	street	[307]	NOUN	False
He	[90]	PRON	leapt	leapt	3202	street	[307]	NOUN	False
he	[93]	PRON	dropped	drop	3268	to sleep	[]	VERB	False
He	[93]	PRON	closed	close	3332	notebook	[]	NOUN	False
He	[93]	PRON	put	put	3336	it	[]	PRON	False
He	[93]	PRON	stood	stand	3410	himself	[93]	PRON	False
He	[93]	PRON	scrutinized	scrutinize	3413	himself	[93]	PRON	False
He	[1869]	PRON	spot	spot	3478	me	[93]	PRON	False
	[317]	NOUN	have	have	3502	anything	[]	PRON	False
I	[0]	PRON	reading	read	3515	travel folder	[]	NOUN	False
He	[93]	PRON	remembered	remember	3564	Indian Island	[2]	PROPN	False
It	[2]	PRON	got	get	3588	name	[]	NOUN	False
I	[0]	PRON	smell	smell	3714	it	[]	PRON	False
Mr. Blore	[93]	PROPN	helped	help	3759	him	[0]	PRON	False
He	[1878]	PRON	raised	raise	3771	hand	[]	NOUN	False
He	[1878]	PRON	blinked	blink	3776	eyes	[]	NOUN	False
voices	[324]	NOUN	gave	give	3943	assent	[]	NOUN	False
voices	[324]	NOUN	gave	give	3949	glances	[]	NOUN	False
one	[]	NUM	mind	mind	4017	waiting	[]	VERB	True
She	[125]	PRON	looked	look	4063	suggestion	[]	NOUN	False
glance	[]	NOUN	had	have	4073	suggestion	[]	NOUN	False
voice	[]	NOUN	had	have	4073	suggestion	[]	NOUN	False
Miss Brent	[76]	PROPN	said	say	4108	"Thank you , """	[1891]	PUNCT	False
Mr. Justice Wargrave	[55]	PROPN	followed	follow	4139	her	[76]	PRON	False
porters	[333]	NOUN	piling	pile	4173	luggage	[]	NOUN	False
Mrs.	[337]	PROPN	had	have	4236	connections	[]	NOUN	False
Miss Oliver	[79]	PROPN	had	have	4236	connections	[]	NOUN	False
you	[125]	PRON	know	know	4248	part	[1896]	NOUN	False
driver	[340]	NOUN	said	say	4308	Like to sit inside while you 're waiting	[125]	VERB	False
it	[]	PRON	lasts	last	4400	weather	[]	NOUN	False
you	[125]	PRON	know	know	4427	part	[1896]	NOUN	False
She	[125]	PRON	added	add	4448	employer	[1909]	NOUN	False
I	[125]	PRON	seen	see	4466	employer	[1908]	NOUN	True
secretary	[1911]	NOUN	taken	take	4540	me	[125]	PRON	False
she	[95]	PRON	wired	wire	4544	me	[125]	PRON	False
they	[1912]	PRON	sent	send	4553	me	[125]	PRON	False
you	[71]	PRON	like	like	4568	post	[]	NOUN	True
I	[71]	PRON	got	get	4595	job	[]	NOUN	False
I	[71]	PRON	seen	see	4653	it	[]	PRON	True
this	[]	PRON	supposed	suppose	4692	to have met them	[1912]	PRON	False
I	[71]	PRON	supposed	suppose	4692	to have met them	[1912]	PRON	False
He	[71]	PRON	made	make	4722	pounce	[]	NOUN	False
I	[71]	PRON	have	have	4775	idea	[]	NOUN	True
hair	[]	NOUN	clipped	clip	4826	moustache	[]	PROPN	False
he	[344]	PRON	had	have	4830	moustache	[]	PROPN	False
porter	[346]	NOUN	indicated	indicate	4851	Vera	[125]	PROPN	False
porter	[346]	NOUN	indicated	indicate	4851	Lombard	[71]	PROPN	False
eyes	[]	NOUN	sized	size	4905	Lombard	[71]	PROPN	False
They	[349]	PRON	drove	drive	4950	mile	[]	NOUN	False
They	[349]	PRON	continued	continue	4959	mile	[]	NOUN	False
General Macarthur	[80]	PROPN	said	say	4988	Do n't know this part of Devon at all	[9, 1898]	ADV	False
I	[71]	PRON	like	like	5055	country	[1925]	NOUN	False
You	[71]	PRON	seen	see	5078	bit	[]	NOUN	False
Lombard	[71]	PROPN	shrugged	shrug	5090	shoulders	[]	NOUN	False
He	[1891]	PRON	ask	ask	5115	me	[71]	PRON	False
General Macarthur	[80]	PROPN	mention	mention	5141	War	[]	PROPN	True
She	[125]	PRON	pictured	picture	5216	it	[2]	PRON	False
who	[]	PRON	came	come	5305	himself	[368]	PRON	False
who	[]	PRON	introduced	introduce	5308	himself	[368]	PRON	False
me	[368]	PRON	introduce	introduce	5335	myself	[368]	PRON	False
He	[55]	PRON	seemed	seem	5371	to be wishing that he could order the court to be cleared	[369, 55]	VERB	False
she	[76]	PRON	liked	like	5394	colonials	[1870]	NOUN	False
care	[]	NOUN	asked	ask	5410	Mr. Davis	[98]	PROPN	False
Mr. Davis	[98]	PROPN	turned	turn	5423	finger	[]	NOUN	False
Mr. Davis	[98]	PROPN	held	hold	5425	finger	[]	NOUN	False
host	[1932]	NOUN	expecting	expect	5444	us	[1931]	PRON	False
hostess	[1933]	NOUN	expecting	expect	5444	us	[1931]	PRON	False
mention	[]	NOUN	had	have	5479	effect	[]	NOUN	False
man	[1874]	NOUN	detached	detach	5498	himself	[1874]	PRON	False
He	[1874]	PRON	had	have	5527	face	[]	NOUN	False
He	[1874]	PRON	had	have	5527	eyes	[]	NOUN	False
guide	[380]	NOUN	led	lead	5604	them	[379]	PRON	False
She	[1940]	PRON	take	take	5683	number	[]	NOUN	False
Miss Brent	[76]	PROPN	permitted	permit	5718	herself	[76]	PRON	False
others	[385]	NOUN	followed	follow	5729	suit	[]	NOUN	False
member	[387]	NOUN	puzzled	puzzle	5751	members	[388]	NOUN	False
it	[]	PRON	had	have	5796	nature	[]	NOUN	False
hair	[]	NOUN	blown	blow	5814	wind	[]	NOUN	False
He	[1858]	PRON	touched	touch	5849	horn	[]	NOUN	False
He	[1858]	PRON	touched	touch	5849	roar	[]	NOUN	False
Anthony Marston	[92]	PROPN	seemed	seem	5877	to be something more than mortal	[]	ADJ	False
He	[100]	PRON	expected	expect	5931	something	[]	PRON	False
he	[100]	PRON	remembered	remember	5974	guests	[407]	NOUN	False
he	[100]	PRON	set	set	6020	eyes	[]	NOUN	True
who	[]	PRON	bought	buy	6094	island	[1934]	NOUN	False
he	[102]	PRON	surveyed	survey	6106	passengers	[414]	NOUN	False
He	[102]	PRON	summed	sum	6129	them	[414]	PRON	False
old	[416]	ADJ	maid	maid	6136	kind	[416]	NOUN	False
he	[102]	PRON	knew	know	6141	them	[414]	PRON	False
he	[425]	PRON	have	have	6234	something	[]	PRON	False
he	[430]	PRON	understand	understand	6321	it	[]	NOUN	False
he	[430]	PRON	understand	understand	6321	Queer business	[]	NOUN	False
boat	[1937]	NOUN	churned	churn	6343	way	[]	NOUN	False
Fred Narracott	[100]	PROPN	shut	shut	6409	engine	[]	NOUN	False
they	[446]	PRON	nosed	nose	6415	way	[]	NOUN	False
Fred Narracott	[100]	PROPN	jumped	jump	6512	others	[385]	NOUN	False
he	[100]	PROPN	helped	help	6518	others	[385]	NOUN	False
Lombard	[71]	PROPN	helped	help	6518	others	[385]	NOUN	False
he	[100]	PRON	led	lead	6538	way	[]	NOUN	False
party	[379]	NOUN	ascended	ascend	6573	steps	[]	NOUN	False
butler	[456]	NOUN	awaiting	await	6600	them	[379]	PRON	False
something	[]	PRON	reassured	reassure	6608	them	[379]	PRON	False
Badger	[91]	PROPN	thinking	think	6705	to let him in for this	[92]	PRON	False
they	[1947]	PRON	like	like	6755	to go to their rooms	[1948]	NOUN	False
Vera	[125]	PROPN	followed	follow	6773	Mrs. Rogers	[94]	PROPN	False
woman	[464]	NOUN	thrown	throw	6781	door	[]	NOUN	False
Vera	[125]	PROPN	walked	walk	6794	door	[]	NOUN	False
She	[125]	PRON	uttered	utter	6815	exclamation	[]	NOUN	False
you	[125]	PRON	got	get	6832	everything	[]	PRON	False
You	[125]	PRON	ring	ring	6888	bell	[]	NOUN	False
you	[125]	PRON	want	want	6893	anything	[]	PRON	False
Miss	[1949]	PROPN	had	have	6901	voice	[]	NOUN	False
Mrs. Rogers	[94]	PROPN	had	have	6901	voice	[]	NOUN	False
that	[]	PRON	shifted	shift	6943	time	[]	NOUN	False
you	[125]	PRON	know	know	7017	that	[]	PRON	False
I	[94]	PRON	know	know	7033	anything	[]	PRON	True
Mrs. Owen	[95]	PROPN	mention	mention	7061	me	[125]	PRON	True
I	[94]	PRON	seen	see	7075	Mrs. Owen	[95]	PROPN	True
Mrs. Owen	[95]	PROPN	get	get	7215	help	[]	NOUN	False
Mrs. Rogers	[94]	PROPN	turned	turn	7232	to go	[]	VERB	False
pale	[]	NOUN	ghostlike	ghostlike	7287	Mrs. Rogers	[94]	PROPN	False
I	[125]	PRON	seen	see	7316	Owens	[89]	PROPN	False
Offwhite rugs	[]	NOUN	tinted	tint	7358	walls	[]	NOUN	False
Offwhite rugs	[]	NOUN	tinted	tint	7358	mirror	[]	NOUN	False
mantelpiece bare	[]	NOUN	save	save	7372	piece	[]	NOUN	False
which	[]	PRON	inset	inset	7393	clock	[]	NOUN	False
She	[125]	PRON	stood	stand	7416	it	[]	PRON	False
She	[125]	PRON	read	read	7423	it	[]	PRON	False
she	[125]	PRON	remembered	remember	7434	that	[]	PRON	False
One	[103]	PRON	choked	choke	7450	self	[485]	NOUN	False
boys	[490]	NOUN	chopping	chop	7502	sticks	[490]	NOUN	False
One	[103]	PRON	chopped	chop	7507	himself	[103]	PRON	False
bumblebee	[]	NOUN	stung	sting	7528	one	[]	NUM	False
herring	[495]	NOUN	swallowed	swallow	7567	one	[]	NUM	False
boys	[496]	NOUN	hugged	hug	7587	one	[]	NUM	False
bear	[498]	NOUN	hugged	hug	7587	one	[]	NUM	False
He	[501]	PRON	went	go	7623	himself	[501]	PRON	False
He	[501]	PRON	hanged	hang	7625	himself	[501]	PRON	False
that	[506]	PRON	dragged	drag	7699	you	[507]	PRON	False
Drowned	[]	VERB	drowned	drown	7716	drowned ...	[]	PUNCT	False
he	[86]	PRON	chatted	chat	7760	man	[512]	NOUN	False
who	[513]	PRON	owned	own	7780	Indian Island	[2]	PROPN	False
he	[86]	PRON	needed	need	7849	what	[]	PRON	False
He	[86]	PRON	like	like	7853	to take a long holiday	[]	NOUN	False
he	[86]	PRON	afford	afford	7867	to do that	[]	PRON	True
He	[86]	PRON	afford	afford	7874	it	[]	PRON	False
he	[86]	PRON	afford	afford	7885	to drop out	[]	ADP	True
he	[86]	PRON	keep	keep	7906	nose	[]	NOUN	False
I	[86]	PRON	done	do	7938	that	[]	PRON	False
word	[]	NOUN	was	be	7953	fantasy	[]	NOUN	False
word	[]	NOUN	suggested	suggest	7962	fantasy	[]	NOUN	False
You	[515]	PRON	lost	lose	7966	touch	[]	NOUN	False
I	[86]	PRON	leaving	leave	7998	life	[]	NOUN	False
he	[86]	PRON	began	begin	8013	plans	[]	NOUN	False
he	[523]	PRON	seen	see	8063	froglike face	[]	NOUN	False
he	[523]	PRON	seen	see	8063	neck	[]	NOUN	False
that	[]	PRON	hunched	hunch	8073	attitude	[]	NOUN	False
He	[55]	PRON	given	give	8092	evidence	[]	NOUN	False
he	[55]	PRON	make	make	8129	minds	[]	NOUN	False
He	[55]	PRON	got	get	8143	convictions	[]	NOUN	False
Armstrong	[86]	PROPN	Remember	remember	8183	him	[86]	PRON	False
I	[86]	PRON	go	go	8252	respects	[]	NOUN	False
I	[86]	PRON	pay	pay	8254	respects	[]	NOUN	False
Mr. Justice Wargrave	[55]	PROPN	closed	close	8267	eyes	[]	NOUN	False
You	[86]	PRON	do	do	8283	that	[]	PRON	True
D'you	[]	PRON	know	know	8347	Constance Culmington	[63]	PROPN	False
Dr. Armstrong	[86]	PROPN	shook	shake	8401	head	[]	NOUN	False
He	[55]	PRON	care	care	8451	hussy	[541]	NOUN	True
He	[55]	PRON	coldblooded	coldbloode	8456	hussy	[541]	NOUN	False
you	[543]	PRON	counted	count	8467	Rogers woman	[544]	NOUN	False
Judge	[338]	PROPN	asked	ask	8499	him	[55]	PRON	False
Mr. Blore	[93]	PROPN	tying	tie	8643	tie	[]	NOUN	False
they	[552]	PRON	eyed	eye	8681	other	[325]	ADJ	False
He	[93]	PRON	mean	mean	8700	to bungle his job	[93]	NOUN	True
He	[93]	PRON	thought	think	8726	Remember this island when I was a kid	[1976, 1977, 93]	NOUN	False
I	[93]	PRON	doing	do	8743	sort	[]	NOUN	False
thing	[]	PRON	foresee	foresee	8763	future	[]	NOUN	True
one	[]	PRON	foresee	foresee	8763	future	[]	NOUN	True
he	[80]	PRON	led	lead	8793	what	[]	VERB	True
he	[80]	PRON	led	lead	8793	to expect	[]	VERB	True
he	[80]	PRON	make	make	8802	excuse	[]	NOUN	False
He	[80]	PRON	have	have	8828	to stay	[]	VERB	False
He	[71]	PRON	going	go	8917	to enjoy that week	[]	NOUN	False
Emily Brent	[76]	PROPN	reading	read	8939	Bible	[]	PROPN	False
she	[560]	PRON	followed	follow	8948	words	[]	NOUN	False
they	[1980]	PRON	made	make	8963	that	[]	PRON	False
they	[1980]	PRON	hid	hide	8970	which	[]	PRON	False
Lord	[1981]	PROPN	known	know	8980	judgement	[]	NOUN	False
he	[1981]	PRON	executeth	executeth	8986	which	[]	PRON	False
She	[560]	PRON	shut	shut	9015	Bible	[]	PROPN	False
she	[560]	PRON	pinned	pin	9022	cairngorm brooch	[]	NOUN	False
They	[563]	PRON	begun	begin	9069	to talk to each other with more freedom and intimacy	[325]	NOUN	False
they	[563]	PRON	discovered	discover	9118	friends	[565]	NOUN	False
Vera Claythorne	[125]	PROPN	asking	ask	9126	questions	[]	NOUN	False
eyes	[]	NOUN	played	play	9168	table	[]	NOUN	False
Vera	[125]	PROPN	cried	cry	9256	fun	[]	NOUN	False
Everybody	[257]	PRON	joined	join	9314	chorus	[567]	NOUN	False
Mr. Justice Wargrave	[55]	PROPN	grunted	grunt	9336	himself	[55]	PRON	False
Mr. Justice Wargrave	[55]	PROPN	helped	help	9344	himself	[55]	PRON	False
Emily Brent	[76]	PROPN	said	say	9397	sound	[]	NOUN	False
I	[125]	PRON	hate	hate	9410	it	[]	PRON	False
You	[125]	PRON	get	get	9474	servants	[1991]	NOUN	True
Vera	[125]	PROPN	thought	think	9522	Funny how elderly people always get names wrong	[1997]	ADJ	False
people	[1997]	NOUN	get	get	9530	names	[]	NOUN	False
Emily Brent	[76]	PROPN	brought	bring	9555	piece	[]	NOUN	False
you	[76]	PRON	say	say	9589	Owen	[95]	PROPN	False
I	[76]	PRON	met	meet	9606	one	[1998]	NOUN	True
She	[125]	PRON	finish	finish	9626	sentence	[]	NOUN	True
door	[]	NOUN	opened	open	9632	them	[572]	PRON	False
men	[572]	NOUN	joined	join	9636	them	[572]	PRON	False
Rogers	[94]	PROPN	followed	follow	9640	them	[572]	PRON	False
judge	[338]	NOUN	came	come	9652	Emily Brent	[76]	PROPN	False
judge	[338]	NOUN	sat	sit	9654	Emily Brent	[76]	PROPN	False
Blore	[93]	PROPN	studied	study	9675	statuette	[]	NOUN	False
angularities	[]	NOUN	supposed	suppose	9691	to be the female figure	[576]	NOUN	False
Lombard	[71]	PROPN	turned	turn	9730	pages	[]	NOUN	False
Edward George Armstrong	[84]	PROPN	cause	cause	9880	death	[]	NOUN	False
you	[580]	PRON	did	do	9870	that	[]	SCONJ	False
you	[580]	PRON	killed	kill	9945	Cyril Ogilvie Hamilton	[69]	PROPN	False
you	[580]	PRON	sent	send	9994	lover	[584]	NOUN	False
Prisoners	[]	NOUN	have	have	10085	anything	[]	PRON	False
Rogers	[94]	PROPN	dropped	drop	10114	coffee tray	[]	NOUN	False
He	[71]	PRON	leapt	leap	10148	it	[]	PRON	False
He	[71]	PRON	flung	fling	10153	it	[]	PRON	False
they	[587]	PRON	lifted	lift	10186	woman	[464]	NOUN	False
they	[587]	PRON	carried	carry	10191	her	[464]	PRON	False
them	[587]	PRON	lift	lift	10207	her	[464]	PRON	False
Lombard	[71]	PROPN	said	say	10244	Get some brandy	[]	NOUN	False
Blore	[93]	PROPN	mopping	mop	10339	face	[]	NOUN	False
he	[338]	PRON	scratched	scratch	10398	ear	[]	NOUN	False
He	[86]	PRON	said	say	10447	voice	[]	NOUN	False
he	[71]	PRON	shook	shake	10508	head	[]	NOUN	False
he	[71]	PRON	caught	catch	10542	handle	[]	NOUN	False
he	[71]	PRON	flung	fling	10546	door	[]	NOUN	False
He	[71]	PRON	passed	pass	10552	exclamation	[]	NOUN	False
He	[71]	PRON	uttered	utter	10556	exclamation	[]	NOUN	False
which	[]	PRON	adjoined	adjoin	10605	drawingroom	[569]	NOUN	False
he	[71]	PRON	replaced	replace	10660	needle	[]	NOUN	False
they	[602]	PRON	heard	hear	10669	needle	[]	NOUN	False
Vera	[125]	PROPN	cried	cry	10682	Turn it off !	[]	PUNCT	False
hand	[]	NOUN	stroked	stroke	10766	lip	[]	NOUN	False
devil	[2006]	NOUN	turned	turn	10811	thing	[]	NOUN	False
He	[55]	PRON	led	lead	10837	way	[]	NOUN	False
eyes	[]	NOUN	went	go	10927	ring	[]	NOUN	False
eyes	[]	NOUN	round	round	10930	ring	[]	NOUN	False
Rogers	[94]	PROPN	put	put	11027	it	[]	PRON	False
one	[608]	NUM	handed	hand	11037	it	[]	PRON	False
he	[287]	PRON	bent	bend	11044	it	[]	PRON	False
It	[2012]	PRON	gave	give	11094	turn	[]	NOUN	False
It	[2012]	PRON	gave	give	11111	turn	[]	NOUN	False
me	[94]	PRON	drop	drop	11120	tray	[]	NOUN	False
I	[94]	PRON	like	like	11132	"to know "" He was interrupted"	[287]	VERB	False
it	[]	PRON	had	have	11151	effect	[]	NOUN	False
Who	[]	PRON	put	put	11179	record	[]	NOUN	False
I	[94]	PRON	done	do	11225	it	[]	PRON	True
butler	[459]	NOUN	wiped	wipe	11253	face	[]	NOUN	False
He	[459]	PRON	said	say	11261	orders	[]	NOUN	False
I	[459]	PRON	obeying	obey	11268	orders	[]	NOUN	False
Mr. Justice Wargrave	[55]	PROPN	said	say	11292	Let me get this quite clear	[55]	ADJ	False
I	[338]	PRON	find	find	11327	record	[]	NOUN	False
judge	[338]	NOUN	murmured	murmur	11356	story	[]	NOUN	False
It	[2018]	PRON	had	have	11398	name	[]	NOUN	False
lifetime	[]	NOUN	given	give	11529	him	[338]	PRON	False
we	[2020]	PRON	go	go	11542	what	[]	PRON	False
you	[1891]	PRON	get	get	11552	wife	[2021]	NOUN	False
I	[86]	PRON	give	give	11582	hand	[]	NOUN	False
Tony Marston	[90]	PROPN	said	say	11610	Do n't know about you , sir , but I could do with a drink	[90, 1891]	NOUN	False
He	[90]	PRON	set	set	11681	burden	[]	NOUN	False
General Macarthur	[80]	PROPN	had	have	11700	whiskey	[]	NOUN	False
judge	[338]	NOUN	did	do	11706	whiskey	[]	NOUN	False
one	[237]	NOUN	felt	feel	11712	need	[]	NOUN	False
Emily Brent	[76]	PROPN	demanded	demand	11722	glass	[]	NOUN	False
Emily Brent	[76]	PROPN	obtained	obtain	11724	glass	[]	NOUN	False
Dr. Armstrong	[86]	PROPN	reentered	reentere	11732	room	[468]	NOUN	False
I	[86]	PRON	given	give	11749	sedative	[]	NOUN	False
Several	[623]	ADJ	refilled	refill	11774	glasses	[]	NOUN	False
Rogers	[94]	PROPN	reentered	reentere	11784	room	[468]	NOUN	False
Mr. Justice Wargrave	[55]	PROPN	took	take	11791	charge	[]	NOUN	False
He	[56]	PRON	owns	own	11837	place	[262]	NOUN	False
you	[94]	PRON	tell	tell	11857	What	[]	PRON	False
you	[94]	PRON	tell	tell	11857	me	[94]	PRON	False
you yourself	[94]	PRON	know	know	11863	what	[]	PRON	False
Rogers	[94]	PROPN	shook	shake	11870	head	[]	NOUN	False
