canonical_id_left	name_left	role_left	word	lemma	index	negated	gender_left	name_variants_left	canonical_id_right	name_right	role_right	gender_right	name_variants_right
0	Lawrence John Wargrave	agent	know	know	4386	False	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"	1	Vera Elizabeth Claythorne	patient	f	"['A daring and resourceful young woman', 'Claythorne', 'Good healthy sensible girl', 'Hugo who had said he loved her', ""I'm""]"
0	Lawrence John Wargrave	agent	know	know	4566	False	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"	1	Vera Elizabeth Claythorne	patient	f	"['A daring and resourceful young woman', 'Claythorne', 'Good healthy sensible girl', 'Hugo who had said he loved her', ""I'm""]"
1	Vera Elizabeth Claythorne	agent	'm	be	4620	False	f	"['A daring and resourceful young woman', 'Claythorne', 'Good healthy sensible girl', 'Hugo who had said he loved her', ""I'm""]"	37	Owen	patient	m	['Damned young pup', 'Mr. Owen', 'Mr. Unknown Owen', 'Mrs. Owen', 'Owen']
6	John Gordon Macarthur	agent	said	say	5222	False	m	"['""he', 'Damn fool', 'General', 'General Macarthur', 'John Gordon Macarthur']"	2	Philip Lombard	patient	m	['A madman', 'A very distinguished old gentleman', 'Captain Lombard', 'Counsel', 'Fellow']
6	John Gordon Macarthur	agent	ask	ask	5266	False	m	"['""he', 'Damn fool', 'General', 'General Macarthur', 'John Gordon Macarthur']"	2	Philip Lombard	patient	m	['A madman', 'A very distinguished old gentleman', 'Captain Lombard', 'Counsel', 'Fellow']
0	Lawrence John Wargrave	agent	looked	look	5520	False	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"	4	William Henry Blore	patient	m	['Blore', 'Davis', 'Ex-Inspector Blore', 'I.', 'Inspector Blore']
11	Fred Narracott	agent	set	set	6186	True	m	['Fred', 'Fred Narracott', 'Mr. Narracott', 'Narracott']	37	Owen	patient	m	['Damned young pup', 'Mr. Owen', 'Mr. Unknown Owen', 'Mrs. Owen', 'Owen']
8	Thomas Rogers	agent	awaiting	await	6788	False	m	['I think you', 'I.', 'Mr. and Mrs. Rogers', 'Rogers', 'Rogers woman']	0	Lawrence John Wargrave	patient	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"
8	Thomas Rogers	agent	reassured	reassure	6796	False	m	['I think you', 'I.', 'Mr. and Mrs. Rogers', 'Rogers', 'Rogers woman']	0	Lawrence John Wargrave	patient	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"
1	Vera Elizabeth Claythorne	agent	followed	follow	6967	False	f	"['A daring and resourceful young woman', 'Claythorne', 'Good healthy sensible girl', 'Hugo who had said he loved her', ""I'm""]"	9	Ethel Rogers	patient	f	['Ethel', 'Ethel Rogers', 'His wife', 'Mother Rogers', 'Mrs. Rogers']
1	Vera Elizabeth Claythorne	agent	looked	look	7102	False	f	"['A daring and resourceful young woman', 'Claythorne', 'Good healthy sensible girl', 'Hugo who had said he loved her', ""I'm""]"	9	Ethel Rogers	patient	f	['Ethel', 'Ethel Rogers', 'His wife', 'Mother Rogers', 'Mrs. Rogers']
37	Owen	agent	mention	mention	7257	True	m	['Damned young pup', 'Mr. Owen', 'Mr. Unknown Owen', 'Mrs. Owen', 'Owen']	1	Vera Elizabeth Claythorne	patient	f	"['A daring and resourceful young woman', 'Claythorne', 'Good healthy sensible girl', 'Hugo who had said he loved her', ""I'm""]"
9	Ethel Rogers	agent	seen	see	7271	True	f	['Ethel', 'Ethel Rogers', 'His wife', 'Mother Rogers', 'Mrs. Rogers']	37	Owen	patient	m	['Damned young pup', 'Mr. Owen', 'Mr. Unknown Owen', 'Mrs. Owen', 'Owen']
1	Vera Elizabeth Claythorne	agent	seen	see	7515	False	f	"['A daring and resourceful young woman', 'Claythorne', 'Good healthy sensible girl', 'Hugo who had said he loved her', ""I'm""]"	37	Owen	patient	m	['Damned young pup', 'Mr. Owen', 'Mr. Unknown Owen', 'Mrs. Owen', 'Owen']
3	Edward George Armstrong	agent	stared	star	8552	False	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"	0	Lawrence John Wargrave	patient	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"
0	Lawrence John Wargrave	agent	asked	ask	8733	False	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"	8	Thomas Rogers	patient	m	['I think you', 'I.', 'Mr. and Mrs. Rogers', 'Rogers', 'Rogers woman']
8	Thomas Rogers	agent	stared	star	8749	False	m	['I think you', 'I.', 'Mr. and Mrs. Rogers', 'Rogers', 'Rogers woman']	0	Lawrence John Wargrave	patient	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"
1	Vera Elizabeth Claythorne	agent	asking	ask	9396	False	f	"['A daring and resourceful young woman', 'Claythorne', 'Good healthy sensible girl', 'Hugo who had said he loved her', ""I'm""]"	4	William Henry Blore	patient	m	['Blore', 'Davis', 'Ex-Inspector Blore', 'I.', 'Inspector Blore']
5	Emily Brent	agent	looked	look	9622	False	f	"['Emily', 'Emily Brent', ""Ma'am"", 'Madam', 'Miss Brent']"	1	Vera Elizabeth Claythorne	patient	f	"['A daring and resourceful young woman', 'Claythorne', 'Good healthy sensible girl', 'Hugo who had said he loved her', ""I'm""]"
1	Vera Elizabeth Claythorne	agent	looked	look	9629	False	f	"['A daring and resourceful young woman', 'Claythorne', 'Good healthy sensible girl', 'Hugo who had said he loved her', ""I'm""]"	5	Emily Brent	patient	f	"['Emily', 'Emily Brent', ""Ma'am"", 'Madam', 'Miss Brent']"
0	Lawrence John Wargrave	agent	say	say	9860	False	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"	37	Owen	patient	m	['Damned young pup', 'Mr. Owen', 'Mr. Unknown Owen', 'Mrs. Owen', 'Owen']
8	Thomas Rogers	agent	followed	follow	9913	False	m	['I think you', 'I.', 'Mr. and Mrs. Rogers', 'Rogers', 'Rogers woman']	10	Isaac Morris	patient	m	['Every one', 'Isaac Morris', 'Man called Morris', 'Morris', 'Mr. Isaac Morris']
3	Edward George Armstrong	agent	came	come	9934	False	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"	1	Vera Elizabeth Claythorne	patient	f	"['A daring and resourceful young woman', 'Claythorne', 'Good healthy sensible girl', 'Hugo who had said he loved her', ""I'm""]"
2	Philip Lombard	agent	said	say	10528	False	m	['A madman', 'A very distinguished old gentleman', 'Captain Lombard', 'Counsel', 'Fellow']	8	Thomas Rogers	patient	m	['I think you', 'I.', 'Mr. and Mrs. Rogers', 'Rogers', 'Rogers woman']
3	Edward George Armstrong	agent	stared	star	11042	False	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"	0	Lawrence John Wargrave	patient	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"
8	Thomas Rogers	agent	speak	speak	11185	False	m	['I think you', 'I.', 'Mr. and Mrs. Rogers', 'Rogers', 'Rogers woman']	9	Ethel Rogers	patient	f	['Ethel', 'Ethel Rogers', 'His wife', 'Mother Rogers', 'Mrs. Rogers']
3	Edward George Armstrong	agent	spoke	speak	11253	False	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"	9	Ethel Rogers	patient	f	['Ethel', 'Ethel Rogers', 'His wife', 'Mother Rogers', 'Mrs. Rogers']
3	Edward George Armstrong	agent	bent	bend	11343	False	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"	9	Ethel Rogers	patient	f	['Ethel', 'Ethel Rogers', 'His wife', 'Mother Rogers', 'Mrs. Rogers']
8	Thomas Rogers	agent	stared	star	11466	False	m	['I think you', 'I.', 'Mr. and Mrs. Rogers', 'Rogers', 'Rogers woman']	0	Lawrence John Wargrave	patient	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"
0	Lawrence John Wargrave	agent	looked	look	11724	False	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"	2	Philip Lombard	patient	m	['A madman', 'A very distinguished old gentleman', 'Captain Lombard', 'Counsel', 'Fellow']
0	Lawrence John Wargrave	agent	get	get	11870	False	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"	5	Emily Brent	patient	f	"['Emily', 'Emily Brent', ""Ma'am"", 'Madam', 'Miss Brent']"
3	Edward George Armstrong	agent	give	give	11900	False	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"	0	Lawrence John Wargrave	patient	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"
0	Lawrence John Wargrave	agent	know	know	12185	False	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"	37	Owen	patient	m	['Damned young pup', 'Mr. Owen', 'Mr. Unknown Owen', 'Mrs. Owen', 'Owen']
8	Thomas Rogers	agent	seen	see	12210	True	m	['I think you', 'I.', 'Mr. and Mrs. Rogers', 'Rogers', 'Rogers woman']	37	Owen	patient	m	['Damned young pup', 'Mr. Owen', 'Mr. Unknown Owen', 'Mrs. Owen', 'Owen']
10	Isaac Morris	agent	seen	see	12231	True	m	['Every one', 'Isaac Morris', 'Man called Morris', 'Morris', 'Mr. Isaac Morris']	37	Owen	patient	m	['Damned young pup', 'Mr. Owen', 'Mr. Unknown Owen', 'Mrs. Owen', 'Owen']
0	Lawrence John Wargrave	agent	stared	star	12580	False	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"	7	Anthony James Marston	patient	m	['Anthony', 'Anthony James Marston', 'Anthony Marston', 'Marston', 'Mr. Marston']
7	Anthony James Marston	agent	standing	stand	12590	False	m	['Anthony', 'Anthony James Marston', 'Anthony Marston', 'Marston', 'Mr. Marston']	4	William Henry Blore	patient	m	['Blore', 'Davis', 'Ex-Inspector Blore', 'I.', 'Inspector Blore']
10	Isaac Morris	agent	drawn	draw	12642	False	m	['Every one', 'Isaac Morris', 'Man called Morris', 'Morris', 'Mr. Isaac Morris']	0	Lawrence John Wargrave	patient	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"
0	Lawrence John Wargrave	agent	said	say	12931	False	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"	7	Anthony James Marston	patient	m	['Anthony', 'Anthony James Marston', 'Anthony Marston', 'Marston', 'Mr. Marston']
0	Lawrence John Wargrave	agent	turned	turn	13263	False	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"	4	William Henry Blore	patient	m	['Blore', 'Davis', 'Ex-Inspector Blore', 'I.', 'Inspector Blore']
10	Isaac Morris	agent	are	be	13410	False	m	['Every one', 'Isaac Morris', 'Man called Morris', 'Morris', 'Mr. Isaac Morris']	4	William Henry Blore	patient	m	['Blore', 'Davis', 'Ex-Inspector Blore', 'I.', 'Inspector Blore']
0	Lawrence John Wargrave	agent	set	set	13488	True	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"	1	Vera Elizabeth Claythorne	patient	f	"['A daring and resourceful young woman', 'Claythorne', 'Good healthy sensible girl', 'Hugo who had said he loved her', ""I'm""]"
7	Anthony James Marston	agent	moved	move	13511	False	m	['Anthony', 'Anthony James Marston', 'Anthony Marston', 'Marston', 'Mr. Marston']	4	William Henry Blore	patient	m	['Blore', 'Davis', 'Ex-Inspector Blore', 'I.', 'Inspector Blore']
10	Isaac Morris	agent	got	get	13554	False	m	['Every one', 'Isaac Morris', 'Man called Morris', 'Morris', 'Mr. Isaac Morris']	4	William Henry Blore	patient	m	['Blore', 'Davis', 'Ex-Inspector Blore', 'I.', 'Inspector Blore']
4	William Henry Blore	agent	said	say	13665	False	m	['Blore', 'Davis', 'Ex-Inspector Blore', 'I.', 'Inspector Blore']	37	Owen	patient	m	['Damned young pup', 'Mr. Owen', 'Mr. Unknown Owen', 'Mrs. Owen', 'Owen']
0	Lawrence John Wargrave	agent	seen	see	13933	True	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"	25	Constance Culmington	patient	f	['Constance Culmington', 'Lady Constance', 'Lady Constance Culmington', 'Very vague woman', 'his correspondent']
3	Edward George Armstrong	agent	knows	know	14109	False	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"	6	John Gordon Macarthur	patient	m	"['""he', 'Damn fool', 'General', 'General Macarthur', 'John Gordon Macarthur']"
3	Edward George Armstrong	agent	accuses	accuse	14261	False	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"	0	Lawrence John Wargrave	patient	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"
0	Lawrence John Wargrave	agent	remember	remember	14272	False	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"	13	Edward Seton	patient	m	['Edward Seton', 'Seton', 'The Seton case!', 'The fellow', 'a rightly convicted murderer']
13	Edward Seton	agent	came	come	14278	False	m	['Edward Seton', 'Seton', 'The Seton case!', 'The fellow', 'a rightly convicted murderer']	0	Lawrence John Wargrave	patient	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"
0	Lawrence John Wargrave	agent	passed	pass	14404	False	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"	13	Edward Seton	patient	m	['Edward Seton', 'Seton', 'The Seton case!', 'The fellow', 'a rightly convicted murderer']
3	Edward George Armstrong	agent	met	meet	14433	False	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"	29	Matthews	patient	m	['Matthews']
0	Lawrence John Wargrave	agent	know	know	14551	False	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"	13	Edward Seton	patient	m	['Edward Seton', 'Seton', 'The Seton case!', 'The fellow', 'a rightly convicted murderer']
3	Edward George Armstrong	agent	said	say	14593	False	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"	13	Edward Seton	patient	m	['Edward Seton', 'Seton', 'The Seton case!', 'The fellow', 'a rightly convicted murderer']
1	Vera Elizabeth Claythorne	agent	swam	swam	14669	False	f	"['A daring and resourceful young woman', 'Claythorne', 'Good healthy sensible girl', 'Hugo who had said he loved her', ""I'm""]"	15	Cyril Ogilvie Hamilton	patient	m	['A puny child', 'Cyril', 'Cyril Hamilton', 'Cyril Ogilvie Hamilton', 'You']
6	John Gordon Macarthur	agent	patted	pat	14749	False	m	"['""he', 'Damn fool', 'General', 'General Macarthur', 'John Gordon Macarthur']"	1	Vera Elizabeth Claythorne	patient	f	"['A daring and resourceful young woman', 'Claythorne', 'Good healthy sensible girl', 'Hugo who had said he loved her', ""I'm""]"
2	Philip Lombard	agent	said	say	14839	False	m	['A madman', 'A very distinguished old gentleman', 'Captain Lombard', 'Counsel', 'Fellow']	19	Arthur Richmond	patient	m	['Arthur', 'Arthur Richmond', 'Richmond', 'her lover', 'the boy']
10	Isaac Morris	agent	abandoned	abandon	15002	False	m	['Every one', 'Isaac Morris', 'Man called Morris', 'Morris', 'Mr. Isaac Morris']	1	Vera Elizabeth Claythorne	patient	f	"['A daring and resourceful young woman', 'Claythorne', 'Good healthy sensible girl', 'Hugo who had said he loved her', ""I'm""]"
9	Ethel Rogers	agent	were	be	15433	False	f	['Ethel', 'Ethel Rogers', 'His wife', 'Mother Rogers', 'Mrs. Rogers']	22	Jennifer Brady	patient	f	['Jennifer Brady', 'Miss Brady', 'a Miss Brady who died suddenly']
2	Philip Lombard	agent	looked	look	15549	False	m	['A madman', 'A very distinguished old gentleman', 'Captain Lombard', 'Counsel', 'Fellow']	37	Owen	patient	m	['Damned young pup', 'Mr. Owen', 'Mr. Unknown Owen', 'Mrs. Owen', 'Owen']
18	James Stephen Landor	agent	convicted	convict	15731	False	m	['James Stephen Landor', 'Landor', 'brethren discussing the Landor', 'fellow', 'the fellow']	1	Vera Elizabeth Claythorne	patient	f	"['A daring and resourceful young woman', 'Claythorne', 'Good healthy sensible girl', 'Hugo who had said he loved her', ""I'm""]"
10	Isaac Morris	agent	complimented	compliment	15813	False	m	['Every one', 'Isaac Morris', 'Man called Morris', 'Morris', 'Mr. Isaac Morris']	1	Vera Elizabeth Claythorne	patient	f	"['A daring and resourceful young woman', 'Claythorne', 'Good healthy sensible girl', 'Hugo who had said he loved her', ""I'm""]"
5	Emily Brent	agent	glanced	glance	15906	False	f	"['Emily', 'Emily Brent', ""Ma'am"", 'Madam', 'Miss Brent']"	3	Edward George Armstrong	patient	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"
3	Edward George Armstrong	agent	killed	kill	16086	False	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"	5	Emily Brent	patient	f	"['Emily', 'Emily Brent', ""Ma'am"", 'Madam', 'Miss Brent']"
10	Isaac Morris	agent	reserve	reserve	16252	False	m	['Every one', 'Isaac Morris', 'Man called Morris', 'Morris', 'Mr. Isaac Morris']	1	Vera Elizabeth Claythorne	patient	f	"['A daring and resourceful young woman', 'Claythorne', 'Good healthy sensible girl', 'Hugo who had said he loved her', ""I'm""]"
8	Thomas Rogers	agent	beg	beg	16466	False	m	['I think you', 'I.', 'Mr. and Mrs. Rogers', 'Rogers', 'Rogers woman']	1	Vera Elizabeth Claythorne	patient	f	"['A daring and resourceful young woman', 'Claythorne', 'Good healthy sensible girl', 'Hugo who had said he loved her', ""I'm""]"
3	Edward George Armstrong	agent	went	go	16758	False	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"	7	Anthony James Marston	patient	m	['Anthony', 'Anthony James Marston', 'Anthony Marston', 'Marston', 'Mr. Marston']
3	Edward George Armstrong	agent	peering	peer	16858	False	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"	7	Anthony James Marston	patient	m	['Anthony', 'Anthony James Marston', 'Anthony Marston', 'Marston', 'Mr. Marston']
3	Edward George Armstrong	agent	carried	carry	17440	False	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"	7	Anthony James Marston	patient	m	['Anthony', 'Anthony James Marston', 'Anthony Marston', 'Marston', 'Mr. Marston']
3	Edward George Armstrong	agent	laid	lay	17452	False	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"	7	Anthony James Marston	patient	m	['Anthony', 'Anthony James Marston', 'Anthony Marston', 'Marston', 'Mr. Marston']
3	Edward George Armstrong	agent	said	say	17579	False	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"	8	Thomas Rogers	patient	m	['I think you', 'I.', 'Mr. and Mrs. Rogers', 'Rogers', 'Rogers woman']
0	Lawrence John Wargrave	agent	thinking	think	17842	False	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"	13	Edward Seton	patient	m	['Edward Seton', 'Seton', 'The Seton case!', 'The fellow', 'a rightly convicted murderer']
0	Lawrence John Wargrave	agent	remembered	remember	17848	False	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"	13	Edward Seton	patient	m	['Edward Seton', 'Seton', 'The Seton case!', 'The fellow', 'a rightly convicted murderer']
0	Lawrence John Wargrave	agent	cooked	cook	18138	False	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"	13	Edward Seton	patient	m	['Edward Seton', 'Seton', 'The Seton case!', 'The fellow', 'a rightly convicted murderer']
6	John Gordon Macarthur	agent	liked	like	18246	False	m	"['""he', 'Damn fool', 'General', 'General Macarthur', 'John Gordon Macarthur']"	19	Arthur Richmond	patient	m	['Arthur', 'Arthur Richmond', 'Richmond', 'her lover', 'the boy']
20	Leslie Macarthur	agent	liked	like	18262	False	f	"['Leslie', ""Stealer of another man's wife"", 'my wife']"	19	Arthur Richmond	patient	m	['Arthur', 'Arthur Richmond', 'Richmond', 'her lover', 'the boy']
20	Leslie Macarthur	agent	teased	tease	18327	False	f	"['Leslie', ""Stealer of another man's wife"", 'my wife']"	19	Arthur Richmond	patient	m	['Arthur', 'Arthur Richmond', 'Richmond', 'her lover', 'the boy']
20	Leslie Macarthur	agent	made	make	18330	False	f	"['Leslie', ""Stealer of another man's wife"", 'my wife']"	19	Arthur Richmond	patient	m	['Arthur', 'Arthur Richmond', 'Richmond', 'her lover', 'the boy']
20	Leslie Macarthur	agent	ragged	rag	18335	False	f	"['Leslie', ""Stealer of another man's wife"", 'my wife']"	19	Arthur Richmond	patient	m	['Arthur', 'Arthur Richmond', 'Richmond', 'her lover', 'the boy']
19	Arthur Richmond	agent	was	be	18370	False	m	['Arthur', 'Arthur Richmond', 'Richmond', 'her lover', 'the boy']	20	Leslie Macarthur	patient	f	"['Leslie', ""Stealer of another man's wife"", 'my wife']"
6	John Gordon Macarthur	agent	loved	love	18383	False	m	"['""he', 'Damn fool', 'General', 'General Macarthur', 'John Gordon Macarthur']"	20	Leslie Macarthur	patient	f	"['Leslie', ""Stealer of another man's wife"", 'my wife']"
6	John Gordon Macarthur	agent	see	see	18388	False	m	"['""he', 'Damn fool', 'General', 'General Macarthur', 'John Gordon Macarthur']"	20	Leslie Macarthur	patient	f	"['Leslie', ""Stealer of another man's wife"", 'my wife']"
6	John Gordon Macarthur	agent	loved	love	18414	False	m	"['""he', 'Damn fool', 'General', 'General Macarthur', 'John Gordon Macarthur']"	20	Leslie Macarthur	patient	f	"['Leslie', ""Stealer of another man's wife"", 'my wife']"
6	John Gordon Macarthur	agent	believed	believe	18419	False	m	"['""he', 'Damn fool', 'General', 'General Macarthur', 'John Gordon Macarthur']"	20	Leslie Macarthur	patient	f	"['Leslie', ""Stealer of another man's wife"", 'my wife']"
6	John Gordon Macarthur	agent	taken	take	18446	False	m	"['""he', 'Damn fool', 'General', 'General Macarthur', 'John Gordon Macarthur']"	20	Leslie Macarthur	patient	f	"['Leslie', ""Stealer of another man's wife"", 'my wife']"
20	Leslie Macarthur	agent	put	put	18495	False	f	"['Leslie', ""Stealer of another man's wife"", 'my wife']"	19	Arthur Richmond	patient	m	['Arthur', 'Arthur Richmond', 'Richmond', 'her lover', 'the boy']
28	Armitage	agent	looked	look	18667	False	m	['Armitage', 'that boy', 'young Armitage']	6	John Gordon Macarthur	patient	m	"['""he', 'Damn fool', 'General', 'General Macarthur', 'John Gordon Macarthur']"
28	Armitage	agent	sent	send	18703	False	m	['Armitage', 'that boy', 'young Armitage']	19	Arthur Richmond	patient	m	['Arthur', 'Arthur Richmond', 'Richmond', 'her lover', 'the boy']
20	Leslie Macarthur	agent	wept	weep	18851	False	f	"['Leslie', ""Stealer of another man's wife"", 'my wife']"	19	Arthur Richmond	patient	m	['Arthur', 'Arthur Richmond', 'Richmond', 'her lover', 'the boy']
14	Hugo Hamilton	agent	love	love	19755	False	m	['Hugo', 'Hugo Hamilton', 'The Lord', 'a good-looking young man called Hugo Hamilton', 'you']	0	Lawrence John Wargrave	patient	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"
14	Hugo Hamilton	agent	love	love	19759	False	m	['Hugo', 'Hugo Hamilton', 'The Lord', 'a good-looking young man called Hugo Hamilton', 'you']	0	Lawrence John Wargrave	patient	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"
14	Hugo Hamilton	agent	love	love	19765	False	m	['Hugo', 'Hugo Hamilton', 'The Lord', 'a good-looking young man called Hugo Hamilton', 'you']	0	Lawrence John Wargrave	patient	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"
